scope,reliability_level,metric,N,mean,median,Q10,Q25,Q50,Q75,Q90,min,max
Crackers,R1,phi,32,0.38071402387273845,0.3881194560480989,0.2505335002812869,0.3553793339680665,0.3881194560480989,0.4520468244218151,0.47005288562542236,0.18200067489487937,0.4867391078625588
Crackers,R1,psi,32,0.9066621207521612,0.8711255121749915,0.6161718560389734,0.7528563831490482,0.8711255121749915,1.116302149577452,1.2157969232242296,0.5225387517445311,1.3797795601297538
Crackers,R1,rho_F_severity_score,32,0.33475457502578476,0.3341791139976078,0.22989403307919878,0.27330128098254364,0.3341791139976078,0.4104345050774326,0.44057811060869734,0.14208750565919942,0.46904263850357564
Crackers,R1,F_quantity,32,180728081.15174973,179127516.29549322,53651602.94862668,159259368.5441488,179127516.29549322,216748348.07372952,281104003.68095803,42059311.52405679,336750925.6573032
Crackers,R1,F_exposure,32,63712722.654228225,59783345.76939584,17105361.808183033,39704506.67053491,59783345.76939584,77780847.09330587,108885282.49085721,6801114.887222493,157950542.68882295
Crackers,R1,budget_usage,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0
Crackers,R2,A_R1,25,1.606114820210816,1.3789197722300106,0.6051898306345267,0.9618806815898535,1.3789197722300106,1.9969374686705377,2.8389285889307234,0.5041989702016777,4.18664530294393
Crackers,R2,A_R2,25,6.346284304411556,6.056160875613102,2.2312020969606534,3.9298484631401576,6.056160875613102,8.598103200129971,10.597580263156445,1.5991579260558157,14.516674015271487
Crackers,R2,eta_1,25,0.23143836039059007,0.21537609672466507,0.08475179970769,0.13139497759907337,0.21537609672466507,0.34234016872546424,0.41998000284985826,0.0611029188746014,0.45305857893512963
Crackers,R2,eta_2,25,0.7803766857613599,0.7767588955490008,0.6345664736392309,0.7213112661395107,0.7767588955490008,0.8652929973209754,0.8893071114544119,0.5801519330074962,0.8985621488674411
Crackers,R2,c_R1_ratio,25,0.15940138297916745,0.1577257525694496,0.07389835175674568,0.10800105310391798,0.1577257525694496,0.2111351110214302,0.2520555081543891,0.06318701127876532,0.2911037807718528
Crackers,R2,c_R2_ratio,25,0.2721051716082765,0.2417131260902166,0.18281177165386417,0.19627283106662954,0.2417131260902166,0.32536500376940736,0.4182954243254256,0.16012375551683353,0.4873358582192894
Crackers,R2,incremental_reliability_gain,25,0.5489383253707697,0.550580093362537,0.38390180523886763,0.45247159357613714,0.550580093362537,0.6463531869018454,0.698932904665482,0.293875839993974,0.7458219080456797
Crackers,R2,incremental_reliability_cost_ratio,25,0.11270378862910903,0.09592585449233072,0.05421594296638701,0.06064767906280466,0.09592585449233072,0.1401021180655384,0.18780633383153048,0.05137691369669649,0.3329867954522419
Crackers,R2,phi,25,0.3811302441113989,0.3791435336729562,0.26248711047430023,0.30088708097078143,0.3791435336729562,0.4424861530357242,0.48134635076469934,0.22230789596350709,0.492183022877993
Crackers,R2,psi,25,0.8549475233031464,0.7642497171517166,0.5361862403913258,0.6497519429253237,0.7642497171517166,1.09330848849737,1.2584022658204579,0.5039634109539316,1.354441486974277
Crackers,R2,rho_F_severity_score,25,0.39566025830277396,0.4054170050400544,0.3217939281855764,0.36573312875023856,0.4054170050400544,0.43632928440256225,0.4672640829901556,0.22812030395657676,0.4850615953221363
Crackers,R2,F_quantity,25,137877246.46059048,160927690.73374337,36559724.01635755,117952447.49592593,160927690.73374337,176414737.2898815,180226450.9277045,27697191.074666195,189663294.36075905
Crackers,R2,F_exposure,25,53541482.28040233,61617710.05074637,14484670.997611692,49377497.5959498,61617710.05074637,66474676.12069752,73936145.84376462,13226956.9983124,82755649.50586252
Crackers,R2,budget_usage,25,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9999999999999998,1.0
