simulation_id,sample_index,input_sha256,layer_a_policy,layer_b_policy,policy_transition,layer_a_T_COST,layer_b_T_COST,delta_T_COST,layer_a_budget_usage,layer_b_budget_usage,delta_budget_usage,layer_a_worst_scenario,layer_b_worst_scenario,h09_recourse_loss,largest_non_h09_recourse_loss,largest_non_h09_scenario,h09_loss_advantage,h09_relative_loss_advantage,layer_a_Q_Water,layer_b_Q_Water,delta_Q_Water,layer_a_F_Water,layer_b_F_Water,delta_F_Water,layer_a_R_Water,layer_b_R_Water,reliability_transition_Water,delta_R_level_Water,layer_a_worst_exercise_Water,layer_b_worst_exercise_Water,delta_worst_exercise_Water,layer_a_worst_shortage_Water,layer_b_worst_shortage_Water,delta_worst_shortage_Water,layer_a_Q_Seasonal Influenza Vaccine,layer_b_Q_Seasonal Influenza Vaccine,delta_Q_Seasonal Influenza Vaccine,layer_a_F_Seasonal Influenza Vaccine,layer_b_F_Seasonal Influenza Vaccine,delta_F_Seasonal Influenza Vaccine,layer_a_R_Seasonal Influenza Vaccine,layer_b_R_Seasonal Influenza Vaccine,reliability_transition_Seasonal Influenza Vaccine,delta_R_level_Seasonal Influenza Vaccine,layer_a_worst_exercise_Seasonal Influenza Vaccine,layer_b_worst_exercise_Seasonal Influenza Vaccine,delta_worst_exercise_Seasonal Influenza Vaccine,layer_a_worst_shortage_Seasonal Influenza Vaccine,layer_b_worst_shortage_Seasonal Influenza Vaccine,delta_worst_shortage_Seasonal Influenza Vaccine,layer_a_Q_Crackers,layer_b_Q_Crackers,delta_Q_Crackers,layer_a_F_Crackers,layer_b_F_Crackers,delta_F_Crackers,layer_a_R_Crackers,layer_b_R_Crackers,reliability_transition_Crackers,delta_R_level_Crackers,layer_a_worst_exercise_Crackers,layer_b_worst_exercise_Crackers,delta_worst_exercise_Crackers,layer_a_worst_shortage_Crackers,layer_b_worst_shortage_Crackers,delta_worst_shortage_Crackers
LA-0271,271,79d2cb046ece26ccc5350dfbd1328348ec31f81624fdbfe69cba00e4d822ea2e,P4,P4,P4->P4,1218608309.1414511,1216512218.9720478,-2096090.1694033146,1.0,1.0,0.0,h09,h09,1207995937.1279356,214481014.9529664,h19,993514922.1749692,0.8224488937745067,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,179080694.2445918,188865473.37527424,9784779.130682439,R1,R1,R1->R1,0,150738840.0821504,158975050.37182343,8236210.28967303,1711261159.9178495,1703024949.6281767,-8236210.289672852
LA-0272,272,fc2b4890bd66f8b7351daedf3e3b9c5ba4c9bc6879e49f3580a3e9610ba1c45c,P4,P4,P4->P4,1224781486.1529472,1223022691.825772,-1758794.3271751404,1.0,1.0,0.0,h09,h09,1213070217.2011793,214297967.0095205,h19,998772250.1916587,0.8233424875404548,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,162182373.8374632,171043846.67005062,8861472.832587421,R2,R2,R2->R2,0,134271765.2542167,141608232.04669467,7336466.792477965,1727728234.7457833,1720391767.9533052,-7336466.792478085
LA-0273,273,6e3027e413984f86afddb8861f666c4f7f39e3f7b8fc8923bc2837cef8f6b96c,P4,P4,P4->P4,1154016443.482408,1148391122.304724,-5625321.177684069,0.9999999999999998,1.0000000000000002,4.440892098500626e-16,h09,h09,1147570607.3254519,170974787.23726907,h19,976595820.0881828,0.851011531538137,0.0,0.0,0.0,28029084.11250231,28029084.11250231,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4879179.8225497,4879179.8225497,NONE,R0,NONE->R0,1,0.0,1810386.309836035,1810386.309836035,9557344.06438629,7746957.754550255,-1810386.3098360347,0.0,0.0,0.0,676914324.2998351,0.0,-676914324.2998351,R0,NONE,R0->NONE,-1,251164431.3621418,0.0,-251164431.3621418,1610835568.6378582,1862000000.0,251164431.36214185
LA-0274,274,72e47053d3d43eff3113870b865c528ec5d4a597ac9794f41f912feeaf40401c,P4,P4,P4->P4,1229118740.0158217,1227596928.6379309,-1521811.3778908253,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1223703848.6398072,219272510.80133238,h19,1004431337.8384749,0.820812436730454,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1150543.3624569883,0.0,-1150543.3624569883,R0,NONE,R0->NONE,-1,826360.7627124542,0.0,-826360.7627124542,8730983.301673835,9557344.06438629,826360.7627124544,0.0,0.0,0.0,0.0,180172677.9462426,180172677.9462426,NONE,R0,NONE->R0,1,0.0,129406362.61605342,129406362.61605342,1862000000.0,1732593637.3839467,-129406362.61605334
LA-0275,275,a884f11b96f7f6cc30c5b0287f3a961347a0c8491c07a8f7b0c9618a06315c03,P4,P4,P4->P4,1197037542.4031434,1193762848.4255285,-3274693.9776148796,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1185637545.249513,212913852.82680777,h19,972723692.4227052,0.8204224776114012,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,290634320.5333365,306514271.44714385,15879950.913807333,R0,R0,R0->R0,0,208279297.66406408,219659457.50615758,11380159.842093498,1653720702.3359358,1642340542.4938424,-11380159.842093468
LA-0276,276,c51076246a9ff6b4d421612276c636df380dc5d215689c0303c11159f4565041,P1,P1,P1->P1,1233588613.6634853,1232895570.6462111,-693043.0172741413,0.9999999999999973,1.0,2.6645352591003757e-15,h09,h09,1213757664.7907727,185433669.8436548,h19,1028323994.9471178,0.8472234819002195,18177573.12441784,18177573.12441784,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1.862645149230957e-09,1.862645149230957e-09,0.0,457947.0680341936,510841.547083313,52894.4790491194,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9295337.168583572,9265074.460886257,-30262.70769731514,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0277,277,fa6eb16a7926409595db7724d5f79014deb47ae928eb2c85046e98fd29b980ee,P4,P4,P4->P4,1239596586.152573,1238647273.1707034,-949312.9818696976,1.0,1.0,0.0,h09,h09,1233147018.0380802,219604457.31488165,h19,1013542560.7231985,0.8219154293019584,0.0,0.0,0.0,16999270.309167366,16999270.309167366,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,37394579.341151625,45856879.673644945,8462300.33249332,R0,R0,R0->R0,0,22877665.810058266,28054824.70319438,5177158.893136114,1839122334.1899416,1833945175.2968056,-5177158.8931360245
LA-0278,278,8a9f5389b2d59254c37d2e9eac512e3b4d1d2b6c3c04e1a747a3d642668d13f6,P4,P4,P4->P4,1217706815.6771924,1215561468.8613775,-2145346.815814972,1.0,1.0,0.0,h09,h09,1205833731.747719,213677629.91505224,h19,992156101.8326669,0.8227967718191539,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,191808725.82888612,202288951.101019,10480225.272132874,R1,R1,R1->R1,0,153143592.17417684,161511195.5667401,8367603.392563254,1708856407.825823,1700488804.43326,-8367603.392563105
LA-0279,279,884524026d868e658e8e6af549f40f34a635fc9067018f62e686a8103b0a5ece,P4,P4,P4->P4,1224356097.9101262,1222574060.820696,-1782037.0894300938,1.0,1.0,0.0,h09,h09,1219866630.696923,206324069.97372448,h19,1013542560.7231985,0.8308634199987508,0.0,0.0,0.0,0.0,14875233.602169078,14875233.602169078,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,193673391.76566997,101452589.56406143,-92220802.20160854,R0,R0,R0->R0,0,135406497.01590303,70930444.50154956,-64476052.51435347,1726593502.984097,1791069555.4984505,64476052.51435351
LA-0280,280,a5dd025efc27aa6977a88147fa5579486a90dbcbc8f92b32d7ba46e5fb0e70db,P4,P4,P4->P4,1210534447.739411,1207997210.349287,-2537237.3901240826,1.0,1.0,0.0,h09,h09,1204902213.0748038,222904856.00633428,h19,981997357.0684695,0.8150017042150659,0.0,0.0,0.0,471039.4727190748,0.0,-471039.4727190748,R1,NONE,R1->NONE,-2,323433.5880997798,0.0,-323433.5880997798,10076566.41190022,10400000.0,323433.58809977956,0.0,0.0,0.0,1667796.7415893124,1782045.1296542827,114248.38806497026,R1,R1,R1->R1,0,1145172.5717157898,1223619.853157333,78447.28144154325,8412171.492670499,8333724.2112289565,-78447.28144154232,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0281,281,be62759edebfecf2c4d7118c8ad4f87ebda453d6226d0ca6f89bf45e590b70a6,P4,P4,P4->P4,1234490846.9313161,1233262561.7755358,-1228285.1557803154,1.0,1.0,0.0,h09,h09,1226646762.158485,218497815.62897882,h19,1008148946.5295061,0.8218738903737076,0.0,0.0,0.0,17867371.596375342,0.0,-17867371.596375342,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,422285.5969900501,0.0,-422285.5969900501,R0,NONE,R0->NONE,-1,245798.33609032098,0.0,-245798.33609032098,9311545.728295969,9557344.06438629,245798.33609032072,0.0,0.0,0.0,0.0,196357554.19610196,196357554.19610196,NONE,R0,NONE->R0,1,0.0,114293171.36123894,114293171.36123894,1862000000.0,1747706828.638761,-114293171.36123896
LA-0282,282,7bf93d4839686e9e22b27fa5856c4544b4422fec44e817cbd0bd0d92188f2ee5,P1,P1,P1->P1,1239870472.4590297,1239290880.9076436,-579591.5513861179,1.0,1.0,0.0,h09,h09,1220152975.052205,205390274.0481171,h19,1014762701.0040879,0.8316684233472206,12642960.05408258,21417268.794022296,8774308.739939716,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,4260711.847667632,0.0,-4260711.847667632,510575.42712769157,365284.46570132056,-145290.961426371,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9309414.018160691,9379965.77774154,70551.75958084874,30435260.782235168,0.0,-30435260.782235168,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1847220958.1352599,1862000000.0,14779041.864740133
LA-0283,283,f79e86775b923cd8f48f3b6f43816a492f6470b6b2a54186816c17f459063653,P4,P4,P4->P4,1237950945.647411,1236911716.6143475,-1039229.0330636501,1.0,1.0,0.0,h09,h09,1227743023.4601088,217162025.20323387,h19,1010580998.2568749,0.8231209454636418,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1364087.803779304,0.0,-1364087.803779304,R1,NONE,R1->NONE,-2,667690.7851400692,0.0,-667690.7851400692,8889653.27924622,9557344.06438629,667690.7851400692,0.0,0.0,0.0,0.0,213613289.66852713,213613289.66852713,NONE,R1,NONE->R1,2,0.0,104558976.84883022,104558976.84883022,1862000000.0,1757441023.1511698,-104558976.84883022
LA-0284,284,c6fae62d6d52ba04be3d2b85b07a208343d56e3898224c33cbaad4f8f0890fd8,P4,P4,P4->P4,1234927326.828102,1233722890.470781,-1204436.357321024,1.0,1.0,0.0,h09,h09,1226878126.7966511,223735047.0425262,h19,1003143079.7541249,0.8176387351311797,0.0,0.0,0.0,13670959.598694552,436921.7767538157,-13234037.821940737,R0,R0,R0->R0,0,10400000.0,332382.408523363,-10067617.591476638,0.0,10067617.591476638,10067617.591476638,0.0,0.0,0.0,0.0,980614.6342172193,980614.6342172193,NONE,R0,NONE->R0,1,0.0,745989.4912448524,745989.4912448524,9557344.06438629,8811354.573141437,-745989.4912448525,0.0,0.0,0.0,46445783.496597104,0.0,-46445783.496597104,R0,NONE,R0->NONE,-1,35333009.718698554,0.0,-35333009.718698554,1826666990.2813015,1862000000.0,35333009.7186985
LA-0285,285,99a8425dc45cd2ee0cefe3f09f98b07802b60958c867aa71719c9568623adacd,P4,P4,P4->P4,1229834254.7227979,1228351538.3093421,-1482716.4134557247,1.0,1.0,0.0,h09,h09,1226802037.6762908,221176025.3439886,h19,1005626012.3323021,0.8197133534576431,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,174552939.58520675,184090327.0052032,9537387.41999644,R0,R0,R0->R0,0,120793402.65858407,127393426.01924585,6600023.360661775,1741206597.341416,1734606573.9807541,-6600023.360661745
LA-0286,286,6baaa33555436c6ac3e813258e2307c08f082445ff5442dc255c0053c1af1067,P4,P4,P4->P4,1235528030.2740457,1234356415.7156703,-1171614.5583753586,1.0,1.0,0.0,h09,h09,1230409211.5748076,216866650.85160923,h19,1013542560.7231984,0.8237442886387039,0.0,0.0,0.0,0.0,24516035.523272324,24516035.523272324,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,248944171.8119152,93115613.21594958,-155828558.59596562,R0,R0,R0->R0,0,105605140.94484161,39500773.95370882,-66104366.99113279,1756394859.0551584,1822499226.046291,66104366.991132736
LA-0287,287,6976b8c8cd5fa35b0ae0a06c7cc30e9084d607ef478d90c7ef5d00a8c768ad1b,P4,P4,P4->P4,1217629367.1202257,1215479788.5974307,-2149578.522794962,0.9999999999999998,0.9999999999999998,0.0,h09,h09,1208294314.883298,215147305.7000844,h19,993147009.1832135,0.821941307635082,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,179837181.5654884,189663294.36075905,9826112.795270652,R2,R2,R2->R2,0,153350187.7700115,161729079.32673526,8378891.556723744,1708649812.2299886,1700270920.6732647,-8378891.556723833
LA-0288,288,450f26fba029230cf0c4fa363512fdfa8719494c3757aa0888f30e8609682010,P4,P4,P4->P4,1215185423.4984155,1212902310.4891243,-2283113.009291172,1.0,1.0,0.0,h09,h09,1209696748.4572062,196732481.60425064,h19,1012964266.8529556,0.837370413820526,0.0,0.0,0.0,0.0,14737942.706886204,14737942.706886204,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,1525762.3154190944,0.0,-1525762.3154190944,R0,NONE,R0->NONE,-1,1076671.8527779593,-1.3275094380488777e-10,-1076671.8527779595,8480672.21160833,9557344.06438629,1076671.8527779598,0.0,0.0,0.0,0.0,137077087.28765574,137077087.28765574,NONE,R0,NONE->R0,1,0.0,96730034.58790193,96730034.58790193,1862000000.0,1765269965.4120982,-96730034.58790183
LA-0289,289,fa2f1df2a5a81adf302bb6baff73cd4c0130b16333573323ae44149beefce25b,P4,P4,P4->P4,1219178900.84743,1217113987.203449,-2064913.64398098,1.0,1.0,0.0,h09,h09,1215503656.3331108,201961095.60991254,h19,1013542560.7231983,0.8338457522874249,0.0,0.0,0.0,0.0,14902067.833755491,14902067.833755491,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,1439954.2909481265,0.0,-1439954.2909481265,R0,NONE,R0->NONE,-1,1004929.3019549026,0.0,-1004929.3019549026,8552414.762431387,9557344.06438629,1004929.3019549027,0.0,0.0,0.0,0.0,122505459.94622238,122505459.94622238,NONE,R0,NONE->R0,1,0.0,85495301.56846936,85495301.56846936,1862000000.0,1776504698.4315307,-85495301.56846929
LA-0290,290,6e110f55da4ccfd8ca5b014fcb2a6adf3d90454959137e173c5d55811540e697,P4,P4,P4->P4,1232993699.5517404,1231683611.8515985,-1310087.7001419067,1.0,1.0,0.0,h09,h09,1223526826.0573816,209984265.3341832,h19,1013542560.7231984,0.8283778819865979,0.0,0.0,0.0,483391.721964178,15474067.12356202,14990675.40159784,R0,R0,R0->R0,0,324883.8116239352,10400000.0,10075116.188376065,10075116.188376065,0.0,-10075116.188376065,0.0,0.0,0.0,1103458.8979337758,0.0,-1103458.8979337758,R0,NONE,R0->NONE,-1,741626.1314413619,0.0,-741626.1314413619,8815717.932944927,9557344.06438629,741626.1314413622,0.0,0.0,0.0,0.0,69381152.79776269,69381152.79776269,NONE,R0,NONE->R0,1,0.0,46630532.447285466,46630532.447285466,1862000000.0,1815369467.5527146,-46630532.447285414
LA-0291,291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,P4,P4,P4->P4,1166123064.0176854,1161159235.7410443,-4963828.27664113,1.0,1.0,0.0,h09,h09,1156973953.006055,196382327.4336868,h19,960591625.5723684,0.830262101473032,0.0,0.0,0.0,22991388.706339866,22991388.706339866,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495150.943005016,3495150.943005016,NONE,R0,NONE->R0,1,0.0,1581008.0144149268,1581008.0144149268,9557344.06438629,7976336.049971363,-1581008.014414927,0.0,0.0,0.0,483857700.7616757,0.0,-483857700.7616757,R0,NONE,R0->NONE,-1,218869775.6449058,0.0,-218869775.6449058,1643130224.3550942,1862000000.0,218869775.6449058
LA-0292,292,03acbdeb07372f2727b8a1dbbee7a33c46f61c79455f3e6bf5ea11b9b50aa908,P1,P1,P1->P1,1228264526.808232,1227475329.853421,-789196.9548110962,1.0,1.0,0.0,h09,h09,1208337423.9979825,191988443.70668572,h19,1016348980.2912967,0.8411135499954471,11785082.932185344,16111974.83712912,4326891.904943775,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,2792933.5954346266,0.0,-2792933.5954346266,660043.4170125823,603647.3191890918,-56396.097823490505,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9131297.4992494,9167700.201170998,36402.70192159712,14170327.626182005,0.0,-14170327.626182005,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1852853299.5612254,1862000000.0,9146700.438774586
LA-0293,293,4ce04e00eddc3248b8c14149e07b6db89830abccb3fab6d5ccea4d16dce435cf,P4,P4,P4->P4,1161068189.3102834,1155828168.0428019,-5240021.2674815655,1.0,1.0,0.0,h09,h09,1153986412.4619346,219757949.61099064,h19,934228462.8509439,0.8095662589803331,0.0,0.0,0.0,13145415.825425824,386757.4094265277,-12758658.415999297,R0,R0,R0->R0,0,10400000.0,305983.25008905475,-10094016.749910945,0.0,10094016.749910945,10094016.749910945,0.0,0.0,0.0,1977919.204003141,2713253.8042199775,735334.6002168364,R0,R0,R0->R0,0,1564831.4206877758,2146591.628490664,581760.2078028882,7992512.6436985135,7410752.4358956255,-581760.207802888,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0294,294,9e0ed541557993bdfd0dc39f2a95a6fdc8e1e15decb3d9f5e16a74590958c8d8,P4,P4,P4->P4,1220523874.6294954,1218532448.9259627,-1991425.7035326958,1.0,1.0,0.0,h09,h09,1207750748.8794205,194208188.15622205,h19,1013542560.7231984,0.8391984535415001,0.0,0.0,0.0,0.0,15893483.87962792,15893483.87962792,NONE,R0,NONE->R0,1,0.0,10399999.999999996,10399999.999999996,10400000.0,5.587935447692871e-09,-10399999.999999994,0.0,0.0,0.0,1498827.2626594247,0.0,-1498827.2626594247,R0,NONE,R0->NONE,-1,980766.9388105825,0.0,-980766.9388105825,8576577.125575706,9557344.06438629,980766.9388105832,0.0,0.0,0.0,0.0,124873156.14562999,124873156.14562999,NONE,R0,NONE->R0,1,0.0,81711526.1669712,81711526.1669712,1862000000.0,1780288473.8330288,-81711526.1669712
LA-0295,295,facd52b2013a8debe94566b9aac3a1d115d73bb17c648ae61829714e20c560fa,P4,P4,P4->P4,1184862955.8062832,1180923055.3341317,-3939900.472151518,1.0,1.0,0.0,h09,h09,1175723672.7051191,196369059.1680463,h19,979354613.5370729,0.8329802625167545,0.0,0.0,0.0,0.0,21280724.458423994,21280724.458423994,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,2508572.4753018296,2508572.4753018296,NONE,R0,NONE->R0,1,0.0,1225952.3304344842,1225952.3304344842,9557344.06438629,8331391.733951805,-1225952.3304344844,0.0,0.0,0.0,492639060.3032346,0.0,-492639060.3032346,R0,NONE,R0->NONE,-1,240755254.2284583,0.0,-240755254.2284583,1621244745.7715416,1862000000.0,240755254.2284584
LA-0296,296,4bd78bae92612d7d93f3c93f9c6b103a5e633eef6f2af03ef7f5ddd15553036f,P1,P1,P1->P1,1230620759.9157963,1229874116.9420161,-746642.9737801552,0.9999999999999976,1.0,2.4424906541753444e-15,h09,h09,1210736211.0865777,192267776.28060293,h19,1018468434.8059747,0.8411976328782206,16965155.35024296,16965155.35024296,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1.862645149230957e-09,1.862645149230957e-09,0.0,514377.2916856073,565314.562644708,50937.270959100686,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9242019.876479357,9210794.249183992,-31225.627295365557,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0297,297,e2c9c3d87cfcee6be8d7a48d347ef73fc50977ae573fbc9b66fabef2f82bac8a,P4,P4,P4->P4,1221010742.2976356,1219045918.5269282,-1964823.7707073689,1.0,1.0,0.0,h09,h09,1209815287.8527045,214318799.31987336,h19,995496488.5328312,0.822849982578525,0.0,0.0,0.0,29789613.626734786,0.0,-29789613.626734786,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,207541319.57677507,436006386.1845794,228465066.6078043,R0,R0,R0->R0,0,72455781.08678022,152216355.44309822,79760574.356318,1789544218.9132197,1709783644.5569017,-79760574.356318
LA-0298,298,5ffcb8416097009ab57f63954644fb5c0775284c4e0ff34e8b6a48fa18cf6edd,P4,P4,P4->P4,1214242224.8658078,1211907576.4839551,-2334648.381852627,1.0,1.0,0.0,h09,h09,1203105170.09098,189562609.3677816,h19,1013542560.7231984,0.84243887061557,0.0,0.0,0.0,0.0,16529292.66601727,16529292.66601727,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,258088150.6372642,157955681.26586393,-100132469.37140027,R0,R0,R0->R0,0,162385458.40172875,99383507.7130861,-63001950.68864265,1699614541.5982714,1762616492.2869139,63001950.6886425
LA-0299,299,d07bca572e398a462441d1017fdcda497111b49a35d9d6a51c94c6d2acfa21e2,P4,P4,P4->P4,1226317186.8063638,1224642301.5335283,-1674885.272835493,1.0,1.0,0.0,h09,h09,1220668754.404646,224491690.38881257,h19,996177064.0158334,0.8160912290260895,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,1627118.0281273664,1627118.0281273664,NONE,R0,NONE->R0,1,0.0,924591.9143774917,924591.9143774917,9557344.06438629,8632752.150008798,-924591.9143774919,0.0,0.0,0.0,229085391.15791878,0.0,-229085391.15791878,R0,NONE,R0->NONE,-1,130175252.62773173,0.0,-130175252.62773173,1731824747.3722682,1862000000.0,130175252.6277318
LA-0300,300,9b6ec726adf9f2c41357489a91739705f48bdbd36e70ab42ebb76d80c50b8f22,P1,P1,P1->P1,1221305962.761491,1220391092.9258854,-914869.8356056213,1.0,1.0,0.0,h09,h09,1201253187.070447,187543712.10041368,h19,1013709474.9700333,0.8438766164210683,0.0,14028468.92993161,14028468.92993161,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1271798.2211012281,697257.6671421874,-574540.5539590408,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8614496.94646369,9040432.363294894,425935.41683120467,4780852.183148008,0.0,-4780852.183148008,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1858455717.0883665,1862000000.0,3544282.9116334915
LA-0301,301,3b4c1d840294790627a2d1193efbde7e703fe0fa9296e55504c3ef51f216c985,P4,P4,P4->P4,1236712811.3310332,1235605931.952571,-1106879.3784623146,1.0,1.0,0.0,h09,h09,1228385245.9515502,214842685.22835174,h19,1013542560.7231985,0.8251015420964886,0.0,0.0,0.0,17671929.791878004,17671929.791878004,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,51945607.23030979,61456963.46221678,9511356.231906988,R0,R0,R0->R0,0,30570193.609727494,36167664.06014176,5597470.450414263,1831429806.3902726,1825832335.9398582,-5597470.450414419
