simulation_id,sample_index,input_sha256,layer_a_policy,layer_b_policy,policy_transition,layer_a_T_COST,layer_b_T_COST,delta_T_COST,layer_a_budget_usage,layer_b_budget_usage,delta_budget_usage,layer_a_worst_scenario,layer_b_worst_scenario,h09_recourse_loss,largest_non_h09_recourse_loss,largest_non_h09_scenario,h09_loss_advantage,h09_relative_loss_advantage,layer_a_Q_Water,layer_b_Q_Water,delta_Q_Water,layer_a_F_Water,layer_b_F_Water,delta_F_Water,layer_a_R_Water,layer_b_R_Water,reliability_transition_Water,delta_R_level_Water,layer_a_worst_exercise_Water,layer_b_worst_exercise_Water,delta_worst_exercise_Water,layer_a_worst_shortage_Water,layer_b_worst_shortage_Water,delta_worst_shortage_Water,layer_a_Q_Seasonal Influenza Vaccine,layer_b_Q_Seasonal Influenza Vaccine,delta_Q_Seasonal Influenza Vaccine,layer_a_F_Seasonal Influenza Vaccine,layer_b_F_Seasonal Influenza Vaccine,delta_F_Seasonal Influenza Vaccine,layer_a_R_Seasonal Influenza Vaccine,layer_b_R_Seasonal Influenza Vaccine,reliability_transition_Seasonal Influenza Vaccine,delta_R_level_Seasonal Influenza Vaccine,layer_a_worst_exercise_Seasonal Influenza Vaccine,layer_b_worst_exercise_Seasonal Influenza Vaccine,delta_worst_exercise_Seasonal Influenza Vaccine,layer_a_worst_shortage_Seasonal Influenza Vaccine,layer_b_worst_shortage_Seasonal Influenza Vaccine,delta_worst_shortage_Seasonal Influenza Vaccine,layer_a_Q_Crackers,layer_b_Q_Crackers,delta_Q_Crackers,layer_a_F_Crackers,layer_b_F_Crackers,delta_F_Crackers,layer_a_R_Crackers,layer_b_R_Crackers,reliability_transition_Crackers,delta_R_level_Crackers,layer_a_worst_exercise_Crackers,layer_b_worst_exercise_Crackers,delta_worst_exercise_Crackers,layer_a_worst_shortage_Crackers,layer_b_worst_shortage_Crackers,delta_worst_shortage_Crackers
LA-0030,30,3d7857406de0967b7bf34da5156d7448d34b2cba7b03a628e6a34b750f8e0bd9,P4,P4,P4->P4,1220103753.7440357,1218089373.0810654,-2014380.6629703045,1.0,1.0,0.0,h09,h09,1208393984.859703,220258305.9340233,h19,988135678.9256798,0.8177264131618499,0.0,0.0,0.0,0.0,430204.0078690064,430204.0078690064,NONE,R0,NONE->R0,1,0.0,301614.01805650716,301614.01805650716,10400000.0,10098385.981943494,-301614.0180565063,0.0,0.0,0.0,0.0,1466671.6646592685,1466671.6646592685,NONE,R0,NONE->R0,1,0.0,1028276.6451636724,1028276.6451636724,9557344.06438629,8529067.419222618,-1028276.645163672,0.0,0.0,0.0,209314919.63222227,0.0,-209314919.63222227,R0,NONE,R0->NONE,-1,146749711.28737766,0.0,-146749711.28737766,1715250288.7126224,1862000000.0,146749711.2873776
LA-0031,31,b2c9f84e097e6d8b1c2a028c778645835d20281cce23904d36809ef099ff2353,P4,P4,P4->P4,1206134988.968553,1203357369.8189716,-2777619.1495814323,1.0,1.0,0.0,h09,h09,1201284598.3468547,216465692.50074017,h19,984818905.8461145,0.8198048216062797,0.0,0.0,0.0,14552557.26844346,0.0,-14552557.26844346,R0,NONE,R0->NONE,-1,10399999.999999996,0.0,-10399999.999999996,3.725290298461914e-09,10400000.0,10399999.999999996,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,156911765.89071542,271553345.334871,114641579.44415557,R0,R0,R0->R0,0,112137154.67054722,194065877.17793807,81928722.50739086,1749862845.3294528,1667934122.822062,-81928722.50739074
LA-0032,32,f4f35be64e2a6a66797bef3bd06352c0e954577920dbaa334c40d418f72f6054,P4,P4,P4->P4,1214465608.3216648,1212143165.3748326,-2322442.94683218,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1202614492.0684953,219915071.05054843,h19,982699421.0179468,0.817135854838823,0.0,0.0,0.0,0.0,419814.5571520834,419814.5571520834,NONE,R0,NONE->R0,1,0.0,315235.8417581385,315235.8417581385,10400000.0,10084764.15824186,-315235.84175813943,0.0,0.0,0.0,0.0,1510822.115554034,1510822.115554034,NONE,R0,NONE->R0,1,0.0,1134465.8569592054,1134465.8569592054,9557344.06438629,8422878.207427084,-1134465.8569592051,0.0,0.0,0.0,215462873.3613958,0.0,-215462873.3613958,R0,NONE,R0->NONE,-1,161789578.50454268,0.0,-161789578.50454268,1700210421.4954574,1862000000.0,161789578.5045426
LA-0033,33,242bd65776afa513ff3a5e721f1af0cc3162b4bb19d3be12cea27cfa5d59ec75,P4,P4,P4->P4,1224473179.2996075,1222697539.4130766,-1775639.8865308762,1.0,1.0,0.0,h09,h09,1221407874.937384,225552709.96245536,h19,995855164.9749285,0.8153338335287723,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1567378.2104839587,1653018.092932052,85639.88244809327,R0,R0,R0->R0,0,909817.9471802278,959529.434506329,49711.48732610117,8647526.117206061,8597814.62987996,-49711.48732610047,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0034,34,b6a09f1b58b2fbf1794374e4eee392d33de36403806d9cac077fea29336b5fb6,P4,P4,P4->P4,1241144141.4574385,1240279385.2554855,-864756.2019529343,1.0,1.0,0.0,h09,h09,1228483932.0476382,222083057.02309284,h19,1006400875.0245453,0.8192218463509534,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,1402204.0578126786,1402204.0578126786,NONE,R1,NONE->R1,2,0.0,643672.7615685418,643672.7615685418,9557344.06438629,8913671.302817747,-643672.7615685426,0.0,0.0,0.0,197419277.2216607,0.0,-197419277.2216607,R1,NONE,R1->NONE,-2,90624050.50685403,0.0,-90624050.50685403,1771375949.493146,1862000000.0,90624050.50685406
LA-0035,35,61f86ea9a5d637c6ba13dfbab345847baad40c87477b380ef07cefed17bc2ee7,P4,P4,P4->P4,1219027880.766495,1216954715.5455225,-2073165.220972538,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1209308851.0114598,215046297.78298682,h19,994262553.228473,0.8221742133094261,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,183802793.19893903,193845582.80638677,10042789.607447743,R0,R0,R0->R0,0,149619624.2663061,157794681.79127827,8175057.524972171,1712380375.7336938,1704205318.2087216,-8175057.5249722
LA-0036,36,dc589e9611db23a52a37f76fc3061c6adf7b0550514c9a79a8599a2a229640c3,P4,P4,P4->P4,1222249346.9902213,1220352199.2657697,-1897147.724451542,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1211836347.6608462,221695909.55729112,h19,990140438.1035551,0.8170578808060833,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,1667956.2725802127,1667956.2725802127,NONE,R0,NONE->R0,1,0.0,1001663.3118293227,1001663.3118293227,9557344.06438629,8555680.752556967,-1001663.311829323,0.0,0.0,0.0,234835094.03316137,0.0,-234835094.03316137,R0,NONE,R0->NONE,-1,141026297.80523503,0.0,-141026297.80523503,1720973702.194765,1862000000.0,141026297.8052349
LA-0037,37,076714fd9cb671dae097942b2788699ab4a59bd70d0226aa5bff62ff1898008c,P1,P2,P1->P2,1221759855.367446,1220776667.6759942,-983187.691451788,1.0,1.0,0.0,h09,h09,1206307790.498968,190398077.78707466,h19,1015909712.7118932,0.8421645957303153,0.0,14147804.105988253,14147804.105988253,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1303995.7970285513,0.0,-1303995.7970285513,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8598781.436044779,9557344.06438629,958562.6283415109,0.0,0.0,0.0,0.0,199750023.04504958,199750023.04504958,NONE,R0,NONE->R0,1,0.0,75725027.15387017,75725027.15387017,1862000000.0,1786274972.84613,-75725027.1538701
LA-0038,38,89f966ec01f9161594e9c468aea3d0124920b3e6697dcb8ee83c1208d6d6accb,P4,P4,P4->P4,1208106992.4675512,1205437121.4968786,-2669870.9706726074,1.0,1.0,0.0,h09,h09,1197529791.5429842,213800692.48030698,h19,983729099.0626773,0.8214652412072099,0.0,0.0,0.0,28350663.890943784,0.0,-28350663.890943784,R0,NONE,R0->NONE,-1,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,291348856.05217516,513905117.03311175,222556260.9809366,R0,R0,R0->R0,0,106876795.35823925,188518097.4139947,81641302.05575545,1755123204.6417608,1673481902.5860052,-81641302.05575562
LA-0039,39,989083481f8c8e1d92827ab6e3b3a1a7daa5639541c84d86e9938502fbe4d1ff,P4,P4,P4->P4,1227017632.4595582,1225381018.7940474,-1636613.6655108929,1.0,0.9999999999999998,-2.220446049250313e-16,h09,h09,1217431805.1593885,215972387.39934793,h19,1001459417.7600406,0.8226000121862495,0.0,0.0,0.0,13558596.202471219,0.0,-13558596.202471219,R2,NONE,R2->NONE,-3,10400000.0,0.0,-10400000.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,495480.81479841104,0.0,-495480.81479841104,R2,NONE,R2->NONE,-3,380054.12927366904,0.0,-380054.12927366904,9177289.93511262,9557344.06438629,380054.1292736698,0.0,0.0,0.0,0.0,176414737.2898815,176414737.2898815,NONE,R2,NONE->R2,3,0.0,135317347.048094,135317347.048094,1862000000.0,1726682652.951906,-135317347.04809403
LA-0040,40,d96f96c92f75caf4a165983b3537136207ba37cdf9fac7b8c2d861d19fafc5ef,P4,P4,P4->P4,1234285258.389351,1233045740.0937648,-1239518.2955861092,1.0,1.0,0.0,h09,h09,1226221187.874302,212678627.15110335,h19,1013542560.7231985,0.8265576967237132,0.0,0.0,0.0,18811557.18444769,18811557.18444769,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451281.51582604717,386090.1739786281,-65191.34184741904,R0,R0,R0->R0,0,249491.72035960227,213450.58093847657,-36041.1394211257,9307852.344026687,9343893.483447812,36041.139421125874,0.0,0.0,0.0,0.0,20444636.53623594,20444636.53623594,NONE,R0,NONE->R0,1,0.0,11302850.577018643,11302850.577018643,1862000000.0,1850697149.4229813,-11302850.577018738
LA-0041,41,9cfb0aa8009501c8cf4ad5bb5f9eb0103a867118c526a601262f68d58cce0c0a,P4,P4,P4->P4,1223699165.4363012,1221881234.2535002,-1817931.1828010082,1.0,1.0,0.0,h09,h09,1220189902.7857363,219535978.60033274,h19,1000653924.1854036,0.820080482473159,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,203372443.65588853,214484498.20109877,11112054.545210242,R0,R0,R0->R0,0,137158877.70792413,144653093.26167497,7494215.553750843,1724841122.2920759,1717346906.738325,-7494215.553750753
LA-0042,42,393faeb85edb61ac878ab484b8811ee87e96c23c3f5d345b8e5bbf065782fdb1,P4,P4,P4->P4,1202070017.2036805,1199070292.309761,-2999724.893919468,1.0,1.0,0.0,h09,h09,1193080780.8506675,221163411.73105276,h19,971917369.1196147,0.8146283007145895,0.0,0.0,0.0,400430.4294799501,0.0,-400430.4294799501,R0,NONE,R0->NONE,-1,303800.2777605246,0.0,-303800.2777605246,10096199.722239476,10400000.0,303800.2777605243,0.0,0.0,0.0,1711053.343774776,1824199.2662123914,113145.92243761546,R0,R0,R0->R0,0,1298149.2984360696,1383991.3327406566,85842.03430458694,8259194.76595022,8173352.7316456335,-85842.03430458624,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0043,43,bdc5747811a264908bd755c96486e7c3da7a6a1accb92f6f33a43cd1292740ff,P4,P4,P4->P4,1240755166.6266437,1239869157.2526345,-886009.3740091324,1.0,1.0,0.0,h09,h09,1232832870.6056361,219290309.88243765,h19,1013542560.7231984,0.8221248677651577,0.0,0.0,0.0,17936142.20430848,17936142.20430848,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,34125457.490194626,42762908.98543834,8637451.495243713,R0,R0,R0->R0,0,19787128.90739524,24795424.143198874,5008295.235803634,1842212871.0926049,1837204575.856801,-5008295.235803843
LA-0044,44,a038cf45cee562876a7617518296aa0442df2ad4ac8f6514371e7f89246f5f5a,P1,P1,P1->P1,1225170364.8547447,1224325286.7951932,-845078.0595514774,1.0,1.0,0.0,h09,h09,1205187380.9397547,189384192.60252154,h19,1015803188.3372332,0.8428591307893983,10358279.761799019,15113854.054483818,4755574.292684799,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,3272360.078748362,0.0,-3272360.078748362,585243.4411126864,648492.1326546412,63248.69154195476,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9154631.972180646,9111109.890409505,-43522.08177114092,35137643.86692223,0.0,-35137643.86692223,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1837821422.1932638,1862000000.0,24178577.80673623
LA-0045,45,dcfa9d2ea24f4d13a681c78f3478e0d05b21b1da8abdbf8fdf1901b220016805,P4,P4,P4->P4,1219641441.0068252,1217601800.0664032,-2039640.940422058,1.0,1.0,0.0,h09,h09,1215475906.4033954,224387620.43844247,h19,991088285.964953,0.8153911408228506,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,2944340.484127957,2944340.484127957,NONE,R0,NONE->R0,1,0.0,1051074.0476615753,1051074.0476615753,9557344.06438629,8506270.016724715,-1051074.0476615746,0.0,0.0,0.0,414539928.7873605,0.0,-414539928.7873605,R0,NONE,R0->NONE,-1,147982939.88642406,0.0,-147982939.88642406,1714017060.113576,1862000000.0,147982939.88642406
LA-0046,46,3cba3e3157cbcca2cddfbd5c637816c67179bbbef11619437f20dd61d190c530,P1,P1,P1->P1,1223318185.0253854,1222439656.2749527,-878528.7504327297,1.0,1.0,0.0,h09,h09,1203301750.4195142,189646526.7688997,h19,1013655223.6506145,0.8423948716913425,14573428.152085623,14573428.152085623,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,0.0,0.0,0.0,625696.7589352877,672773.0605807866,47076.30164549884,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9110829.611848522,9077234.665484231,-33594.94636429101,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0047,47,fd2ce38681f35c0793562ad74e3fe7246a6d119841da06d92a85d136281118ab,P4,P4,P4->P4,1181576802.5298915,1177457350.1292937,-4119452.4005978107,1.0,1.0,0.0,h09,h09,1171625830.5190287,189605149.19560742,h19,982020681.3234212,0.8381691968061061,0.0,0.0,0.0,0.0,12998265.094838079,12998265.094838079,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,311859793.8246548,239068322.2207109,-72791471.60394391,R0,R0,R0->R0,0,249521134.71392563,191280184.92889228,-58240949.785033345,1612478865.2860744,1670719815.0711076,58240949.785033226
LA-0048,48,094350cdea0997d0c0c41a1c2a14236c8020c9c96601c54849ba12b930a914a4,P4,P4,P4->P4,1237156943.1512485,1236074330.6642234,-1082612.4870250225,1.0,1.0,0.0,h09,h09,1229917908.5918682,216375347.8686697,h19,1013542560.7231984,0.8240733415156157,0.0,0.0,0.0,0.0,27784376.925777834,27784376.925777834,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,270523608.6746091,93286582.51719168,-177237026.15741745,R0,R0,R0->R0,0,101259982.82170121,34918201.00088975,-66341781.820811465,1760740017.1782987,1827081798.9991102,66341781.82081151
LA-0049,49,2095319ddb1639bb7caea136d97f9321b89043cb6f9f0bac4ba4a22b99e05087,P4,P4,P4->P4,1233480459.1859336,1232196967.5157568,-1283491.6701767445,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1222313691.6463645,215626876.352326,h19,1006686815.2940384,0.8235912124473604,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,220057893.26373067,232081623.07241672,12023729.808686048,R0,R0,R0->R0,0,111067078.3331043,117135665.65215556,6068587.319051266,1750932921.6668956,1744864334.3478444,-6068587.319051266
LA-0050,50,c0506d4ba38d90166b8124e9708158837f721cd06ef88fe92e1fde8a5c6c0e7c,P4,P4,P4->P4,1226145596.0216982,1224461335.2104447,-1684260.8112535477,1.0,1.0,0.0,h09,h09,1216871285.2026954,216078999.6889209,h19,1000792285.5137745,0.8224306857130511,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,276112167.22445023,291198643.0893208,15086475.864870548,R0,R0,R0->R0,0,130632974.52451341,137770621.6522413,7137647.127727881,1731367025.4754865,1724229378.3477588,-7137647.127727747
LA-0051,51,d77f3bce26b0e3330ae0a4a5c88c1048624bc0c3991e65d6872d2d0ba4466cd8,P1,P1,P1->P1,1223871202.8606997,1223002661.7088614,-868541.1518383026,1.0,1.0,0.0,h09,h09,1203864755.8534229,185773021.36959884,h19,1018091734.483824,0.8456861366973868,0.0,14730696.088928668,14730696.088928668,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1303995.7970285513,665707.1308712112,-638288.6661573402,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8636711.651143473,9087349.020074427,450637.3689309545,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0052,52,8393d2ec315cc810dc2bb9cf9dff8524763ca7deae7190abebab5fe855333c96,P4,P4,P4->P4,1209768150.9077296,1207189043.8717558,-2579107.0359737873,1.0,1.0,0.0,h09,h09,1204386803.0124369,200418343.6756986,h19,1003968459.3367382,0.8335930423893652,0.0,0.0,0.0,13696723.648717353,13696723.648717353,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908645.78336667,993125.2262005663,84479.44283389626,R0,R0,R0->R0,0,689939.9001817721,754085.6205748967,64145.72039312462,8867404.164204517,8803258.443811392,-64145.72039312497,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0053,53,53e2d715810797ff98b1ca17b5309d98726e650bca30e977506b2277192de74d,P1,P1,P1->P1,1221230194.6145272,1220313956.392968,-916238.2215592861,1.0,1.0,0.0,h09,h09,1201176050.5375295,189118154.8563073,h19,1012057895.6812222,0.8425558395277059,0.0,14008744.148395497,14008744.148395497,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1303995.7970285513,698143.8866899774,-605851.910338574,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8589266.116396196,9039046.610691458,449780.4942952618,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0054,54,21d638d203a99770e141be90350ad5da2f5b6ae17715b0da72949c5332332f9b,P1,P1,P1->P1,1231569484.632139,1230839975.792267,-729508.8398718834,1.0,1.0,0.0,h09,h09,1211702069.9368286,197902489.79046482,h19,1013799580.1463637,0.8366739690386248,0.0,17334755.235251628,17334755.235251628,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1303995.7970285513,548708.7187545783,-755287.0782739731,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8775010.763162721,9228145.838186773,453135.0750240516,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0055,55,06c0ef20aea9653ad5a779277c36240676b88f03edc359c93c68f8260d243087,P4,P4,P4->P4,1218645799.9784997,1216551758.268655,-2094041.7098445892,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1209772125.2509434,215512334.19795373,h19,994259791.0529897,0.8218570839088809,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,279892549.94075185,295185581.90629256,15293031.965540707,R0,R0,R0->R0,0,150638832.51426658,158869578.49653754,8230745.982270956,1711361167.4857335,1703130421.5034626,-8230745.982270956
LA-0056,56,1738ad1dd29775b4c1243f37df4a477fb45779e43f85cfc3b12da636f8161850,P4,P4,P4->P4,1218559307.7571466,1216460540.2040946,-2098767.5530519485,1.0,1.0,0.0,h09,h09,1205231084.4460044,212873306.8469146,h19,992357777.5990899,0.8233755255783469,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,207044555.99831784,218357250.86584362,11312694.867525786,R1,R1,R1->R1,0,150869552.26819596,159112904.5330302,8243352.264834255,1711130447.7318041,1702887095.4669697,-8243352.264834404
LA-0057,57,67c9f9bb758d93ffbccbac1635454c75bb5203e28d2fb661c0e378c9317ac525,P4,P4,P4->P4,1233669458.1602662,1232396293.193521,-1273164.9667451382,1.0,1.0,0.0,h09,h09,1224088024.776443,210545464.0532444,h19,1013542560.7231987,0.8279981016138961,0.0,0.0,0.0,31745311.59128213,31745311.59128213,0.0,R0,R0,R0->R0,0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,118093779.76073147,136533656.40311164,18439876.642380163,R0,R0,R0->R0,0,38688399.891116135,44729440.51940906,6041040.628292926,1823311600.1088839,1817270559.4805908,-6041040.628293037
LA-0058,58,ab541dc98200b019e81148b07d3780d58c0cc1c0de650caaaee9e46421e24ae8,P1,P1,P1->P1,1221125117.1914892,1220206981.2533357,-918135.9381535053,0.999999999999998,1.0,1.9984014443252818e-15,h09,h09,1201069075.3978972,189481927.60732293,h19,1011587147.7905743,0.8422389423817691,0.0,13981480.884464473,13981480.884464473,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,0.0,-10400000.0,1271146.6374080146,699368.80456235,-571777.8328456646,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,8611812.962331666,9037124.809533942,425311.8472022768,4877602.489109623,0.0,-4877602.489109623,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1858371838.8412557,1862000000.0,3628161.158744335
LA-0059,59,42d335dd7883a97e5a3f03b495e345323e1b1d46e7b2a98de20ea6667112457d,P4,P4,P4->P4,1221663987.143992,1219734855.9786031,-1929131.1653888226,1.0,1.0,0.0,h09,h09,1212154321.6955152,200204194.87713403,h19,1011950126.8183811,0.8348360507455056,0.0,0.0,0.0,0.0,12480877.331626575,12480877.331626575,NONE,R2,NONE->R2,3,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,1152422.8818913675,634485.7448094947,-517937.1370818728,R2,R2,R2->R2,0,960284.8945001407,528700.9535217324,-431583.9409784083,8597059.16988615,9028643.110864557,431583.94097840786,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0
LA-0060,60,3fbff512e96462ac99227b6ccf0461dceeb78c53d1cad8a9a62586e56ff6ae78,P4,P4,P4->P4,1230065304.8496077,1228595212.7699392,-1470092.0796685219,1.0,1.0,0.0,h09,h09,1222194001.247196,217645622.48005903,h19,1004548378.7671369,0.8219221970833099,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,0.0,0.0,0.0,1250354.838564767,0.0,-1250354.838564767,R0,NONE,R0->NONE,-1,809355.789412187,0.0,-809355.789412187,8747988.274974102,9557344.06438629,809355.7894121874,0.0,0.0,0.0,0.0,195802945.80655378,195802945.80655378,NONE,R0,NONE->R0,1,0.0,126743419.45555338,126743419.45555338,1862000000.0,1735256580.5444467,-126743419.4555533
LA-0061,61,cd7ba256524cb036f33013c1005baf2ca2bf23e5fdc7a9fa10871d5c2a2e0738,P4,P4,P4->P4,1228209320.9013371,1226637819.8279154,-1571501.0734217167,0.9999999999999998,1.0,2.220446049250313e-16,h09,h09,1220492763.3609707,206950202.63777223,h19,1013542560.7231985,0.8304371735331912,0.0,0.0,0.0,0.0,18512709.00126394,18512709.00126394,NONE,R0,NONE->R0,1,0.0,10400000.0,10400000.0,10400000.0,0.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE->NONE,0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,0.0,0.0,0.0,222736275.26669192,106964803.78387314,-115771471.48281878,R0,R0,R0->R0,0,125127946.5698641,60090284.96457921,-65037661.605284885,1736872053.430136,1801909715.035421,65037661.60528493
