simulation_id,sample_index,status,failure_type,failure_message,total_runtime_seconds,solver_runtime_seconds,iterations,memory_opportunities,memory_hits,candidate_hits,candidate_scenarios_planned,active_scenario_count,full_exact_certification_calls,complete_full_exact_certification_calls,scenario_evaluations,final_LB,final_UB,final_gap,convergence_status,certificate_status,worst_scenario,numerical_status,timeout_status,incumbent_first_stage_sha256,full_exact_oracle_sha256,final_convergence_owned_by_full_exact
LA-0055,55,SUCCESS,,,0.5442938000196591,0.2628805993590504,3,1,0,1,3,3,2,2,53,1216551758.268655,1216551758.268655,0.0,certified,PASS,h09,PASS,unavailable,7c48fe4ae057979436064a7b55496fbc020d0a9a6f04f7acfa16634f95b64918,17b01646ff1e6f2012d2a17fd0084f05d31447320f4f66873303eb0212d1389f,True
LA-0056,56,SUCCESS,,,0.5565538000082597,0.26937269989866763,3,1,0,1,3,3,2,2,53,1216460540.2040946,1216460540.2040946,0.0,certified,PASS,h09,PASS,unavailable,3281a88c567918f7337279c0bd41fa9a3505e4d793d557ced554928d5dc529b9,f16b1ba4a2af224f557c57a0d4b5a0103738b448a0b5fc75f988404b76dd5a64,True
LA-0057,57,SUCCESS,,,0.5398263999959454,0.2619251001160592,3,1,0,1,3,3,2,2,53,1232396293.193521,1232396293.193521,0.0,certified,PASS,h09,PASS,unavailable,9fe9ef947ce1ed4095aa905356ad5e106b03018b2afedb993fb99cc598469842,ce36ed4441f74c926c6682be33c85744ff837b273701d2fd19e44f07b33d93c6,True
LA-0058,58,SUCCESS,,,0.6020617999602109,0.2838370999088511,6,1,0,4,6,6,2,2,56,1220206981.253336,1220206981.2533357,0.0,certified,PASS,h09,PASS,unavailable,308aaa857a6e789a8a9aeae3f21037ec10db50c5ad10bc1f11b3d76e2c6ed754,2b14a359aa7a1149f68588ad1ad0e5f958ca8d69c6ab644aed9fc83cd056783d,True
LA-0059,59,SUCCESS,,,0.5289438999025151,0.25097199995070696,3,1,0,1,3,3,2,2,53,1219734855.9786034,1219734855.9786031,0.0,certified,PASS,h09,PASS,unavailable,936b2fe2501a83d0322da0df42bb4e9219270df67e620529dd41ea91da3400a7,67f69974a24aca3f7234216017ca3f43c24400abe128fbda6441e5274056995a,True
LA-0060,60,SUCCESS,,,0.5431882999837399,0.2658132000360638,3,1,0,1,3,3,2,2,53,1228595212.7699392,1228595212.7699392,0.0,certified,PASS,h09,PASS,unavailable,13e26545156be9f9b1a4923b52e950f716afb2e0bf78b4c17f49481542b5ac25,a86fe62999db5781d60fee01353e37f2b7580cb53a3b5e7db100b2d1f6e4397e,True
LA-0061,61,SUCCESS,,,0.5221543000079691,0.24397920037154108,3,1,0,1,3,3,2,2,53,1226637819.8279157,1226637819.8279154,0.0,certified,PASS,h09,PASS,unavailable,7d122bcc9dd9e5b3379db631fa3f077f9f95a1fa37528da846e7355352f61895,6afc36e64ec702bfebff7349c77063b9a7cfcab9e2e7df07eb364fa8447df625,True
LA-0062,62,SUCCESS,,,0.5139505999395624,0.2306654000421986,3,1,0,1,3,3,2,2,53,1228827312.249072,1228827312.249072,0.0,certified,PASS,h09,PASS,unavailable,8b681737704032f1f782d96fcf50f2102f118a0aa34337231daa74ed7c99ade9,91b32b5fb3d4e04c081a33230b23d47233a41cb9f8a099f85b80aaefa0451e69,True
LA-0063,63,SUCCESS,,,0.6581313000060618,0.31205359916202724,7,1,0,5,7,7,2,2,57,1227608829.293301,1227608829.293301,0.0,certified,PASS,h09,PASS,unavailable,49f29c3944ab2423f8d9ce8d66430f6512f5a7151b9da4ccc76004882552fcea,1d55bb9d6cfd6b0e0fd76927effcc5760f6f937c9e67484eba53f8e8a1f9da65,True
LA-0064,64,SUCCESS,,,0.5292672000359744,0.2553889995906502,3,1,0,1,3,3,2,2,53,1209888919.0571125,1209888919.0571122,0.0,certified,PASS,h09,PASS,unavailable,f896d7cafe3abc6778e8a05d8e7b419ff5c4068edceca26cef259dcb55ab52a7,70bbe8e82f3dd8ad3911c61e21f518081c7ebca759b6b4b0ac634a6f39359b49,True
