case_id,simulation_id,sample_index,input_sha256,policy_transition,baseline_T_COST,case_T_COST,delta_T_COST,baseline_worst_total_shortage,case_worst_total_shortage,delta_worst_total_shortage,baseline_worst_shortage_penalty,case_worst_shortage_penalty,delta_worst_shortage_penalty,baseline_normalized_shortage_value,case_normalized_shortage_value,delta_normalized_shortage_value,baseline_budget_usage,case_budget_usage,delta_budget_usage,baseline_Q_Water,case_Q_Water,delta_Q_Water,baseline_F_Water,case_F_Water,delta_F_Water,baseline_R_Water,case_R_Water,baseline_worst_shortage_Water,case_worst_shortage_Water,delta_worst_shortage_Water,baseline_weighted_shortage_loss_Water,case_weighted_shortage_loss_Water,delta_weighted_shortage_loss_Water,baseline_C_Q_Water,case_C_Q_Water,delta_C_Q_Water,baseline_C_F_Water,case_C_F_Water,delta_C_F_Water,baseline_C_R_Water,case_C_R_Water,delta_C_R_Water,baseline_Q_Vaccine,case_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,case_F_Vaccine,delta_F_Vaccine,baseline_R_Vaccine,case_R_Vaccine,baseline_worst_shortage_Vaccine,case_worst_shortage_Vaccine,delta_worst_shortage_Vaccine,baseline_weighted_shortage_loss_Vaccine,case_weighted_shortage_loss_Vaccine,delta_weighted_shortage_loss_Vaccine,baseline_C_Q_Vaccine,case_C_Q_Vaccine,delta_C_Q_Vaccine,baseline_C_F_Vaccine,case_C_F_Vaccine,delta_C_F_Vaccine,baseline_C_R_Vaccine,case_C_R_Vaccine,delta_C_R_Vaccine,baseline_Q_Crackers,case_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,case_F_Crackers,delta_F_Crackers,baseline_R_Crackers,case_R_Crackers,baseline_worst_shortage_Crackers,case_worst_shortage_Crackers,delta_worst_shortage_Crackers,baseline_weighted_shortage_loss_Crackers,case_weighted_shortage_loss_Crackers,delta_weighted_shortage_loss_Crackers,baseline_C_Q_Crackers,case_C_Q_Crackers,delta_C_Q_Crackers,baseline_C_F_Crackers,case_C_F_Crackers,delta_C_F_Crackers,baseline_C_R_Crackers,case_C_R_Crackers,delta_C_R_Crackers,row_sha256
E2D_LAMBDA_CRACKERS,LA-0915,915,e58672579ae09ec124663f1099e1b7314845f690492baa0ca85c6f14acb8d502,P4->P4,1220325174.7946546,1541446649.2642634,321121474.4696088,1733153430.6500077,1733153430.6500077,0.0,1201187268.9392161,1522308743.408825,321121474.4696088,300296817.23480403,380577185.85220623,80280368.6174022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226914813.19515702,226914813.19515705,2.9802322387695312e-08,R0,R0,1713196086.5856214,1713196086.5856214,0.0,642242948.9392177,963364423.4088265,321121474.4696088,0.0,0.0,0.0,7955693.725271636,7955693.725271637,9.313225746154785e-10,0.0,0.0,0.0,d5a4900182924aa0de9cf37e4d461b56527f4d6a98d959ec1099e6d9656452f7
E2D_LAMBDA_WATER,LA-0916,916,c6e6f7a688502f97b5baa067225c49777373c2dc1378cdb460f5d4a4d5f08b90,P4->P4,1220083827.659578,1220083827.659578,0.0,1793984152.1206741,1793984152.1206741,0.0,1200945921.8041396,1200945921.8041396,0.0,300236480.4510349,300236480.4510349,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16936722.209551238,16936722.209551238,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167235.028384436,2167235.028384436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126330346.4287357,126330346.4287357,0.0,R0,R0,1784426808.0562878,1784426808.0562878,0.0,668945921.8041412,668945921.8041412,0.0,0.0,0.0,0.0,2339067.296774964,2339067.296774964,0.0,0.0,0.0,0.0,f02273a32ca359fd691c1f57bb049ed9d0cf4e6ed54140b5b6e083cf9ee3750d
E2D_LAMBDA_VACCINE,LA-0916,916,c6e6f7a688502f97b5baa067225c49777373c2dc1378cdb460f5d4a4d5f08b90,P4->P4,1220083827.659578,1458071348.5616481,237987520.90207005,1793984152.1206741,1880950859.4747798,86966707.35410571,1200945921.8041396,1438933442.7062097,237987520.90207005,300236480.4510349,359733360.6765524,59496880.22551751,1.0,1.0,0.0,0.0,0.0,0.0,16936722.209551238,0.0,-16936722.209551238,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,2167235.028384436,0.0,-2167235.028384436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639091.33676541,1639091.33676541,NONE,R0,9557344.06438629,8550859.474779744,-1006484.5896065459,531999999.99999845,713962562.7062095,181962562.7062111,0.0,0.0,0.0,0.0,4506302.325159399,4506302.325159399,0.0,0.0,0.0,0.0,0.0,0.0,126330346.4287357,0.0,-126330346.4287357,R0,NONE,1784426808.0562878,1862000000.0,77573191.94371223,668945921.8041412,698026560.0,29080638.195858836,0.0,0.0,0.0,2339067.296774964,0.0,-2339067.296774964,0.0,0.0,0.0,5389a77b91c278c17323d6b4775b2b67b0321ea1b87334fabfd2285b71c16831
E2D_LAMBDA_CRACKERS,LA-0916,916,c6e6f7a688502f97b5baa067225c49777373c2dc1378cdb460f5d4a4d5f08b90,P4->P4,1220083827.659578,1541084628.5616486,321000800.9020705,1793984152.1206741,1732509632.2743235,-61474519.84635067,1200945921.8041396,1521946722.7062101,321000800.9020705,300236480.4510349,380486680.67655253,80250200.22551763,1.0,1.0,0.0,0.0,0.0,0.0,16936722.209551238,0.0,-16936722.209551238,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,2167235.028384436,0.0,-2167235.028384436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126330346.4287357,243380228.79243967,117049882.36370397,R0,R0,1784426808.0562878,1712552288.209937,-71874519.84635067,668945921.8041412,963002402.7062117,294056480.9020705,0.0,0.0,0.0,2339067.296774964,4506302.325159399,2167235.028384435,0.0,0.0,0.0,217f8e3ca9e632a9f8a32eab4dc69fadf0d7c2f0b1791f7317e28e2719282d01
E2D_LAMBDA_WATER,LA-0917,917,53b2f126dadb2bfdb0db5f2365c08e9d960d901a7515d6cd3bfe3def58112185,P2->P2,1222659294.76379,1222659294.76379,0.0,1800854262.834001,1800854262.834001,0.0,1203521388.9083514,1203521388.9083514,0.0,300880347.22708786,300880347.22708786,0.0,1.0,1.0,0.0,14681241.354140017,14681241.354140017,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,9509040.02507649,9509040.02507649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526193.76050085,91526193.76050085,0.0,R0,R0,1791296918.7696147,1791296918.7696147,0.0,671521388.9083531,671521388.9083531,0.0,0.0,0.0,0.0,3260022.2990702186,3260022.2990702186,0.0,0.0,0.0,0.0,db813b575cf8db4013b5c8fdc83a7d7fd1779f1430ef81e08b8905ddebfe7ab9
E2D_LAMBDA_VACCINE,LA-0917,917,53b2f126dadb2bfdb0db5f2365c08e9d960d901a7515d6cd3bfe3def58112185,P2->P4,1222659294.76379,1463088035.4413934,240428740.67760348,1800854262.834001,1881010942.4353976,80156679.60139656,1203521388.9083514,1443950129.585955,240428740.67760348,300880347.22708786,360987532.3964887,60107185.16940087,1.0,1.0,0.0,14681241.354140017,0.0,-14681241.354140017,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,9509040.02507649,0.0,-9509040.02507649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225131.031953527,1225131.031953527,NONE,R0,9557344.06438629,8610942.435397562,-946401.6289887279,531999999.99999845,718979249.5859549,186979249.58595645,0.0,0.0,0.0,0.0,6479475.459041728,6479475.459041728,0.0,0.0,0.0,0.0,0.0,0.0,91526193.76050085,0.0,-91526193.76050085,R0,NONE,1791296918.7696147,1862000000.0,70703081.2303853,671521388.9083531,698026560.0,26505171.09164691,0.0,0.0,0.0,3260022.2990702186,0.0,-3260022.2990702186,0.0,0.0,0.0,61b57b2ea81644c5ae7ca0d1c1cbf3ba9bd2659a927ef3db06700b5bf0a9b02e
E2D_LAMBDA_CRACKERS,LA-0917,917,53b2f126dadb2bfdb0db5f2365c08e9d960d901a7515d6cd3bfe3def58112185,P2->P4,1222659294.76379,1546101315.441394,323442020.6776042,1800854262.834001,1741431041.5781815,-59423221.25581956,1203521388.9083514,1526963409.5859556,323442020.6776042,300880347.22708786,381740852.3964889,80860505.16940105,1.0,1.0,0.0,14681241.354140017,0.0,-14681241.354140017,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,9509040.02507649,0.0,-9509040.02507649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526193.76050085,181913395.6537055,90387201.89320466,R0,R0,1791296918.7696147,1721473697.5137951,-69823221.25581956,671521388.9083531,968019089.5859572,296497700.6776041,0.0,0.0,0.0,3260022.2990702186,6479475.459041728,3219453.159971509,0.0,0.0,0.0,b37d6fd4149ad2c46ec5bd2727cbc194759b771c37909c6af3c27528302f1a88
E2D_LAMBDA_WATER,LA-0918,918,f915c002b7595d6919c35ef0a1d53f7e1c94a4e7b910d1ce409454de4500b1f5,P4->P4,1173825070.100649,1173825070.100649,0.0,1670587978.5213122,1670587978.5213122,0.0,1154687164.2452106,1154687164.2452106,0.0,288671791.06130266,288671791.06130266,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29206678.09099315,29206678.09099315,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292033.433568712,1292033.433568712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564389188.9968939,564389188.9968939,0.0,R0,R0,1661030634.4569259,1661030634.4569259,0.0,622687164.2452123,622687164.2452123,0.0,0.0,0.0,0.0,3612673.0301618413,3612673.0301618413,0.0,0.0,0.0,0.0,14fec3f983c2244513fdcee2a38a2ed95918746795a5fd4066ee51191fe6570e
E2D_LAMBDA_VACCINE,LA-0918,918,f915c002b7595d6919c35ef0a1d53f7e1c94a4e7b910d1ce409454de4500b1f5,P4->P4,1173825070.100649,1388683212.223255,214858142.1226058,1670587978.5213122,1880119824.0199268,209531845.49861455,1154687164.2452106,1369545306.3678164,214858142.1226058,288671791.06130266,342386326.5919541,53714535.53065145,1.0,1.0,0.0,0.0,0.0,0.0,29206678.09099315,0.0,-29206678.09099315,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,1292033.433568712,0.0,-1292033.433568712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5160370.81002624,5160370.81002624,NONE,R0,9557344.06438629,7719824.019926897,-1837520.0444593923,531999999.99999845,644574426.3678163,112574426.36781788,0.0,0.0,0.0,0.0,4904706.463730552,4904706.463730552,0.0,0.0,0.0,0.0,0.0,0.0,564389188.9968939,0.0,-564389188.9968939,R0,NONE,1661030634.4569259,1862000000.0,200969365.54307413,622687164.2452123,698026560.0,75339395.75478768,0.0,0.0,0.0,3612673.0301618413,0.0,-3612673.0301618413,0.0,0.0,0.0,2d60d41d08db0bfaefecfed4c80bd44d15f1efe5961eb69a3805468d3d3218be
E2D_LAMBDA_CRACKERS,LA-0918,918,f915c002b7595d6919c35ef0a1d53f7e1c94a4e7b910d1ce409454de4500b1f5,P4->P4,1173825070.100649,1471696492.2232556,297871422.1226065,1670587978.5213122,1609113458.6749616,-61474519.84635067,1154687164.2452106,1452558586.3678172,297871422.1226065,288671791.06130266,363139646.5919543,74467855.53065163,1.0,1.0,0.0,0.0,0.0,0.0,29206678.09099315,0.0,-29206678.09099315,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,1292033.433568712,0.0,-1292033.433568712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564389188.9968939,766236877.8523812,201847688.85548735,R0,R0,1661030634.4569259,1589156114.6105752,-71874519.84635067,622687164.2452123,893614266.3678186,270927102.1226063,0.0,0.0,0.0,3612673.0301618413,4904706.463730554,1292033.4335687128,0.0,0.0,0.0,d692910150ac69f3fb4d8833633506a4b2ccc74d39b8b631abd54935e4acfd8a
E2D_LAMBDA_WATER,LA-0919,919,8ae12f4ee6def6d39debe252f82181a0157c9834405d32dce6602884baf15309,P4->P4,1228153035.7988544,1228153035.7988544,0.0,1815508928.4204936,1815508928.4204936,0.0,1209015129.9434159,1209015129.9434159,0.0,302253782.48585397,302253782.48585397,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27924629.92771194,27924629.92771194,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3375389.090325564,3375389.090325564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150493390.85483512,150493390.85483512,0.0,R0,R0,1805951584.3561072,1805951584.3561072,0.0,677015129.9434174,677015129.9434174,0.0,0.0,0.0,0.0,2632159.6457111277,2632159.6457111277,0.0,0.0,0.0,0.0,bcd8763f58234892516ffb7fd7b2aee0962f0a211767ac85f4c576dc22e4e581
E2D_LAMBDA_VACCINE,LA-0919,919,8ae12f4ee6def6d39debe252f82181a0157c9834405d32dce6602884baf15309,P4->P4,1228153035.7988544,1470175160.7705626,242022124.9717083,1815508928.4204936,1881095822.2539418,65586893.83344817,1209015129.9434159,1451037254.9151242,242022124.9717083,302253782.48585397,362759313.72878104,60505531.242927074,1.0,1.0,0.0,0.0,0.0,0.0,27924629.92771194,0.0,-27924629.92771194,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,3375389.090325564,0.0,-3375389.090325564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313238.243395672,2313238.243395672,NONE,R0,9557344.06438629,8695822.253941793,-861521.8104444966,531999999.99999845,726066374.915124,194066374.9151256,0.0,0.0,0.0,0.0,6007548.736036693,6007548.736036693,0.0,0.0,0.0,0.0,0.0,0.0,150493390.85483512,0.0,-150493390.85483512,R0,NONE,1805951584.3561072,1862000000.0,56048415.643892765,677015129.9434174,698026560.0,21011430.05658257,0.0,0.0,0.0,2632159.6457111277,0.0,-2632159.6457111277,0.0,0.0,0.0,0c7635dd961410068f8d145b9531927783162b877eb6ba6d1e95d91739073a79
E2D_LAMBDA_CRACKERS,LA-0919,919,8ae12f4ee6def6d39debe252f82181a0157c9834405d32dce6602884baf15309,P4->P4,1228153035.7988544,1553188440.7705631,325035404.9717088,1815508928.4204936,1754034408.5741427,-61474519.84635091,1209015129.9434159,1534050534.9151247,325035404.9717088,302253782.48585397,383512633.72878116,81258851.2429272,1.0,1.0,0.0,0.0,0.0,0.0,27924629.92771194,0.0,-27924629.92771194,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,3375389.090325564,0.0,-3375389.090325564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150493390.85483512,343480830.07996345,192987439.22512832,R0,R0,1805951584.3561072,1734077064.5097563,-71874519.84635091,677015129.9434174,975106214.9151261,298091084.97170866,0.0,0.0,0.0,2632159.6457111277,6007548.736036693,3375389.090325565,0.0,0.0,0.0,95fed021f70b1c8b0845431b5ca6311596babdd29523f9be644ee531cacc1be7
E2D_LAMBDA_WATER,LA-0920,920,facc5e6b1b8b087f1db54b46a7ac8329a7c54bc20cfe54e9276d641b5492e508,P4->P4,1227432517.4443557,1227432517.4443557,0.0,1813586931.1026893,1813586931.102689,-2.384185791015625e-07,1208294611.5889173,1208294611.5889173,0.0,302073652.8972293,302073652.8972293,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15409295.456428189,15409295.456428189,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981965.8964415127,1981965.8964415127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85892617.4094181,85892617.4094181,0.0,R0,R0,1804029587.038303,1804029587.0383027,-2.384185791015625e-07,676294611.5889189,676294611.5889189,0.0,0.0,0.0,0.0,1598555.1171448764,1598555.1171448764,0.0,0.0,0.0,0.0,c9b2b1037685f43eceedb710aae89135d85d220c8469128af62f4c0802c0542a
E2D_LAMBDA_VACCINE,LA-0920,920,facc5e6b1b8b087f1db54b46a7ac8329a7c54bc20cfe54e9276d641b5492e508,P4->P4,1227432517.4443557,1469094383.2388146,241661865.79445887,1813586931.1026893,1881082878.190373,67495947.08768368,1208294611.5889173,1449956477.3833761,241661865.79445887,302073652.8972293,362489119.34584403,60415466.44861472,1.0,1.0,0.0,0.0,0.0,0.0,15409295.456428189,0.0,-15409295.456428189,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,1981965.8964415127,0.0,-1981965.8964415127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295663.751849612,1295663.751849612,NONE,R0,9557344.06438629,8682878.190372905,-874465.8740133848,531999999.99999845,724985597.3833761,192985597.38337767,0.0,0.0,0.0,0.0,3580521.0135863884,3580521.0135863884,0.0,0.0,0.0,0.0,0.0,0.0,85892617.4094181,0.0,-85892617.4094181,R0,NONE,1804029587.038303,1862000000.0,57970412.9616971,676294611.5889189,698026560.0,21731948.411081076,0.0,0.0,0.0,1598555.1171448764,0.0,-1598555.1171448764,0.0,0.0,0.0,e03f39c94e898e0bf1264696f101e782175d6fcd3afa14b02637faa7444a9a0a
E2D_LAMBDA_CRACKERS,LA-0920,920,facc5e6b1b8b087f1db54b46a7ac8329a7c54bc20cfe54e9276d641b5492e508,P4->P4,1227432517.4443557,1552107663.238815,324675145.79445934,1813586931.1026893,1752112411.2563381,-61474519.84635115,1208294611.5889173,1532969757.3833766,324675145.79445934,302073652.8972293,383242439.34584415,81168786.44861484,1.0,1.0,0.0,0.0,0.0,0.0,15409295.456428189,0.0,-15409295.456428189,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,1981965.8964415127,0.0,-1981965.8964415127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85892617.4094181,192386435.8807,106493818.47128189,R0,R0,1804029587.038303,1732155067.1919518,-71874519.84635115,676294611.5889189,974025437.3833781,297730825.7944592,0.0,0.0,0.0,1598555.1171448764,3580521.013586389,1981965.8964415125,0.0,0.0,0.0,d2873277414d04d8e5a0bb06f739a0d1de327191a2a3373a57fc08dde1e9e28a
E2D_LAMBDA_WATER,LA-0921,921,d8451c7b32c1dc3e8114533677b31fc780f2634a99a80ddf70e4272b8c26355d,P1->P1,1226408538.35541,1226408538.35541,0.0,1871148535.363969,1871148535.363969,0.0,1207270632.4999716,1207270632.4999716,0.0,301817658.1249929,301817658.1249929,0.0,1.0,1.0,0.0,15759511.712314371,15759511.712314371,0.0,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,0.0,0.0,10207435.73606602,10207435.73606602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619483.2213771129,619483.2213771129,0.0,0.0,0.0,0.0,NONE,NONE,9148535.36396902,9148535.36396902,0.0,509244072.49997157,509244072.49997157,0.0,8930470.11937246,8930470.11937246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9f22ab319483c35e595f9dd865c9c33bd4568fec06a312a497d7a95854399194
E2D_LAMBDA_VACCINE,LA-0921,921,d8451c7b32c1dc3e8114533677b31fc780f2634a99a80ddf70e4272b8c26355d,P1->P1,1226408538.35541,1468960207.058226,242551668.702816,1871148535.363969,1881081271.2130256,9932735.849056482,1207270632.4999716,1449822301.2027876,242551668.702816,301817658.1249929,362455575.3006969,60637917.175704,1.0,1.0,0.0,15759511.712314371,0.0,-15759511.712314371,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10207435.73606602,0.0,-10207435.73606602,0.0,0.0,0.0,0.0,0.0,0.0,619483.2213771129,1327546.188640294,708062.967263181,0.0,0.0,0.0,NONE,NONE,9148535.36396902,8681271.213025624,-467264.1509433966,509244072.49997157,724851421.2027875,215607348.70281595,8930470.11937246,19137905.85543848,10207435.73606602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e611cd2e2f061971f2284fdbd867a8a387719ffd4798757cb08c756bbed50e4e
E2D_LAMBDA_CRACKERS,LA-0921,921,d8451c7b32c1dc3e8114533677b31fc780f2634a99a80ddf70e4272b8c26355d,P1->P1,1226408538.35541,1556922948.2392738,330514409.8838637,1871148535.363969,1760675658.1628304,-110472877.20113873,1207270632.4999716,1537785042.3838353,330514409.8838637,301817658.1249929,384446260.5959588,82628602.47096592,1.0,1.0,0.0,15759511.712314371,0.0,-15759511.712314371,0.0,0.0,0.0,NONE,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,10207435.73606602,0.0,-10207435.73606602,0.0,0.0,0.0,0.0,0.0,0.0,619483.2213771129,0.0,-619483.2213771129,0.0,0.0,0.0,NONE,NONE,9148535.36396902,9557344.06438629,408808.700417269,509244072.49997157,531999999.99999845,22755927.50002688,8930470.11937246,0.0,-8930470.11937246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,NONE,NONE,1862000000.0,1740718314.098444,-121281685.90155602,698026560.0,978840722.3838369,280814162.38383687,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,ac1b2996b3f1edcfff958f96d736cfae1f0dbef737de5d064796acdb95f07282
E2D_LAMBDA_WATER,LA-0922,922,b8d517ce6296bbcdc203cc85932e1d446893b5043ec89f38c4bcc2164b03dff0,P4->P4,1204078052.5074265,1204078052.5074265,0.0,1751288422.4147644,1751288422.4147644,0.0,1184940146.651988,1184940146.651988,0.0,296235036.662997,296235036.662997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14669453.988549847,14669453.988549847,0.0,R0,R0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825827.5046269451,825827.5046269451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE,NONE,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169642251.19150352,169642251.19150352,0.0,R0,R0,1741731078.350378,1741731078.350378,0.0,652940146.6519897,652940146.6519897,0.0,0.0,0.0,0.0,1381871.957717483,1381871.957717483,0.0,0.0,0.0,0.0,b3a2bb7955cb0ff125709bacdf987187190a16900b002ef1f5de97eef839ed04
E2D_LAMBDA_VACCINE,LA-0922,922,b8d517ce6296bbcdc203cc85932e1d446893b5043ec89f38c4bcc2164b03dff0,P4->P4,1204078052.5074265,1434062685.8334208,229984633.32599425,1751288422.4147644,1880663316.8053317,129374894.3905673,1184940146.651988,1414924779.9779823,229984633.32599425,296235036.662997,353731194.9944956,57496158.33149856,1.0,1.0,0.0,0.0,0.0,0.0,14669453.988549847,0.0,-14669453.988549847,R0,NONE,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,0.0,0.0,825827.5046269451,0.0,-825827.5046269451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825257.051598983,1825257.051598983,NONE,R0,9557344.06438629,8263316.805331779,-1294027.2590545109,531999999.99999845,689953899.9779823,157953899.97798383,0.0,0.0,0.0,0.0,2207699.462344428,2207699.462344428,0.0,0.0,0.0,0.0,0.0,0.0,169642251.19150352,0.0,-169642251.19150352,R0,NONE,1741731078.350378,1862000000.0,120268921.64962196,652940146.6519897,698026560.0,45086413.3480103,0.0,0.0,0.0,1381871.957717483,0.0,-1381871.957717483,0.0,0.0,0.0,989964524a111a3145196a8ffda1ffcee4cbeb253dd15cfd14bd277e87268cd2
