cell,simulation_id,sample_index,input_sha256,baseline_T_COST_REF,treated_T_COST_REF,delta_T_COST_REF,baseline_reference_shortage_loss,treated_reference_shortage_loss,delta_reference_shortage_loss,baseline_first_stage_cost,treated_first_stage_cost,delta_first_stage_cost,baseline_C_Q,treated_C_Q,delta_C_Q,baseline_C_F,treated_C_F,delta_C_F,baseline_C_R,treated_C_R,delta_C_R,baseline_emergency_expenditure,treated_emergency_expenditure,delta_emergency_expenditure,T_COST_REF_direction,baseline_Q_Water,treated_Q_Water,delta_Q_Water,baseline_F_Water,treated_F_Water,delta_F_Water,baseline_shortage_Water,treated_shortage_Water,delta_shortage_Water,baseline_reference_shortage_loss_Water,treated_reference_shortage_loss_Water,delta_reference_shortage_loss_Water,R_transition_Water,baseline_Q_Vaccine,treated_Q_Vaccine,delta_Q_Vaccine,baseline_F_Vaccine,treated_F_Vaccine,delta_F_Vaccine,baseline_shortage_Vaccine,treated_shortage_Vaccine,delta_shortage_Vaccine,baseline_reference_shortage_loss_Vaccine,treated_reference_shortage_loss_Vaccine,delta_reference_shortage_loss_Vaccine,R_transition_Vaccine,baseline_Q_Crackers,treated_Q_Crackers,delta_Q_Crackers,baseline_F_Crackers,treated_F_Crackers,delta_F_Crackers,baseline_shortage_Crackers,treated_shortage_Crackers,delta_shortage_Crackers,baseline_reference_shortage_loss_Crackers,treated_reference_shortage_loss_Crackers,delta_reference_shortage_loss_Crackers,R_transition_Crackers,audit_row_sha256
E2D_LAMBDA_VACCINE,LA-0776,776,cd519f7252a6e964455647d5bf4fb8e7cfff18e4952277c9a70b98850ef2c3da,1221685223.8503346,1222619752.1522214,934528.301886797,1202547317.9948962,1203481846.296783,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14367878.229520587,0.0,-14367878.229520587,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,682008.2634696165,1327546.188640294,645537.9251706774,0.0,0.0,0.0,9063681.33793648,8596417.186993083,-467264.1509433966,504520757.99489623,478510966.296783,-26009791.698113263,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,d2e2e15e11718abca2d9811f76ff1f0d34ee7ce33642417dcdc2cc537cdbeaca
E2D_LAMBDA_CRACKERS,LA-0776,776,cd519f7252a6e964455647d5bf4fb8e7cfff18e4952277c9a70b98850ef2c3da,1221685223.8503346,1224338967.1565197,2653743.306185007,1202547317.9948962,1205201061.3010812,2653743.306185007,19137905.85543848,2565655.434153753,-16572250.421284726,19137905.85543848,0.0,-19137905.85543848,0.0,2565655.434153753,2565655.434153753,0.0,0.0,0.0,0.0,16572250.421284722,16572250.421284722,worsened,14367878.229520587,0.0,-14367878.229520587,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,682008.2634696165,0.0,-682008.2634696165,0.0,0.0,0.0,9063681.33793648,9557344.06438629,493662.72644980997,504520757.99489623,531999999.99999845,27479242.005102217,NONE->NONE,0.0,0.0,0.0,0.0,183042712.6733034,183042712.6733034,1862000000.0,1723902959.0831273,-138097040.91687274,698026560.0,646256741.3010827,-51769818.69891727,NONE->R0,5133bcc0b0d5ea00bf1eade2d9afed4b44833ab544244e6b299b88e1a16e28fb
E2D_LAMBDA_WATER,LA-0777,777,d4767bae67168a136de3ac42ad173e8423bac7f7786554993496edbc61a2162c,1181870813.5558805,1181870813.5558803,-2.384185791015625e-07,1162732907.700442,1162732907.7004418,-2.384185791015625e-07,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,12074872.072877727,12074872.072877727,0.0,unchanged,0.0,0.0,0.0,0.0,15008381.314760583,15008381.314760583,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,362772349.35732985,259049253.13912207,-103723096.21820778,1610618298.3900008,1682492818.2363517,71874519.84635091,603788587.7004435,630732907.7004435,26944320.0,R0->R0,790d8d703abb9d46e7d6ffd4381c355050e06825785f94b2faa230048eebed0d
E2D_LAMBDA_VACCINE,LA-0777,777,d4767bae67168a136de3ac42ad173e8423bac7f7786554993496edbc61a2162c,1181870813.5558805,1181870813.5558805,0.0,1162732907.700442,1162732907.700442,0.0,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,12074872.072877727,12074872.072877727,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,2443160.720161609,2443160.720161609,9557344.06438629,7864365.257625071,-1692978.8067612182,531999999.99999845,437762027.70044196,-94237972.2995565,NONE->R0,0.0,0.0,0.0,362772349.35732985,0.0,-362772349.35732985,1610618298.3900008,1862000000.0,251381701.60999918,603788587.7004435,698026560.0,94237972.2995565,R0->NONE,93ff4cfddee8c9aa5f93b8a51c24298d1d6a1fffe3dfebf44858f3b4df685cfa
E2D_LAMBDA_CRACKERS,LA-0777,777,d4767bae67168a136de3ac42ad173e8423bac7f7786554993496edbc61a2162c,1181870813.5558805,1181870813.5558805,0.0,1162732907.700442,1162732907.700442,0.0,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,7063033.782560749,7063033.782560749,0.0,0.0,0.0,0.0,12074872.072877727,12074872.072877727,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,362772349.35732985,362772349.35732985,0.0,1610618298.3900008,1610618298.3900008,0.0,603788587.7004435,603788587.7004435,0.0,R0->R0,366d3652531a38505aa80e39253325a91780d38f73ac4e9f934c785f0c6c49ef
E2D_LAMBDA_WATER,LA-0778,778,2d6de0ae702702dd0db8a40e28faeb1b166521aa4fe6a25a2d05f7b2b51d49e3,1153647488.5368123,1153647488.5368123,0.0,1134509582.6813738,1134509582.6813738,0.0,3394105.0633470705,3394105.063347071,4.656612873077393e-10,0.0,0.0,0.0,3394105.0633470705,3394105.063347071,4.656612873077393e-10,0.0,0.0,0.0,15743800.792091405,15743800.792091407,1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,28446294.50432541,28446294.50432541,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,893509032.8667613,696916363.7411578,-196592669.12560356,1535332006.72582,1607206526.5721707,71874519.84635067,575565262.6813754,602509582.6813754,26944320.0,R0->R0,576eecfc5f9dbbfb1d7fee355137986a9049a9150c96546f9f2604e63e482959
E2D_LAMBDA_VACCINE,LA-0778,778,2d6de0ae702702dd0db8a40e28faeb1b166521aa4fe6a25a2d05f7b2b51d49e3,1153647488.5368123,1153647488.5368123,0.0,1134509582.6813738,1134509582.6813738,0.0,3394105.0633470705,3394105.0633470714,9.313225746154785e-10,0.0,0.0,0.0,3394105.0633470705,3394105.0633470714,9.313225746154785e-10,0.0,0.0,0.0,15743800.792091405,15743800.792091407,1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,6017509.813184312,6017509.813184312,9557344.06438629,7357335.130090792,-2200008.934295498,531999999.99999845,409538702.68137383,-122461297.31862462,NONE->R0,0.0,0.0,0.0,893509032.8667613,0.0,-893509032.8667613,1535332006.72582,1862000000.0,326667993.27417994,575565262.6813754,698026560.0,122461297.31862462,R0->NONE,e6ea0fa36f0181d2c5f1b77493cf8bcc118e204a72303caf0f70717960a10e57
E2D_LAMBDA_CRACKERS,LA-0778,778,2d6de0ae702702dd0db8a40e28faeb1b166521aa4fe6a25a2d05f7b2b51d49e3,1153647488.5368123,1153647488.5368123,0.0,1134509582.6813738,1134509582.6813738,0.0,3394105.0633470705,3394105.063347071,4.656612873077393e-10,0.0,0.0,0.0,3394105.0633470705,3394105.063347071,4.656612873077393e-10,0.0,0.0,0.0,15743800.792091405,15743800.792091405,0.0,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,893509032.8667613,893509032.8667614,1.1920928955078125e-07,1535332006.72582,1535332006.7258198,-2.384185791015625e-07,575565262.6813754,575565262.6813753,-1.1920928955078125e-07,R0->R0,1a80f9548f3f58b8e0cc50673c573ed712f620fb5248f2a47d0697e9fd30669d
E2D_LAMBDA_WATER,LA-0779,779,66b61dcd77aad2821e8b510d711ff8b12dd4f5269ae28317b27f8b5038b24b0c,1223358884.3029568,1223358884.3029568,0.0,1204220978.4475183,1204220978.4475183,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,14831967.322627027,14831967.322627027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,661157.0907722636,661157.0907722636,0.0,0.0,0.0,0.0,9093748.534915175,9093748.534915175,0.0,506194418.44751835,506194418.44751835,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,b9dbe654631285f579e08a8ddb86f9f03eabf10b7b4cee09ce959b5d61977fc1
E2D_LAMBDA_VACCINE,LA-0779,779,66b61dcd77aad2821e8b510d711ff8b12dd4f5269ae28317b27f8b5038b24b0c,1223358884.3029568,1224293412.6048436,934528.301886797,1204220978.4475183,1205155506.7494051,934528.301886797,19137905.85543848,19137905.85543844,-3.725290298461914e-08,19137905.85543848,19137905.85543844,-3.725290298461914e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14831967.322627027,0.0,-14831967.322627027,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,661157.0907722636,1327546.1886402913,666389.0978680277,0.0,0.0,0.0,9093748.534915175,8626484.38397178,-467264.15094339475,506194418.44751835,480184626.7494052,-26009791.698113143,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,6eace53e87c56a2bc2477632cf8c34badfe0031f6efedcf594bd2593bed4f052
E2D_LAMBDA_CRACKERS,LA-0779,779,66b61dcd77aad2821e8b510d711ff8b12dd4f5269ae28317b27f8b5038b24b0c,1223358884.3029568,1227799402.5051568,4440518.202199936,1204220978.4475183,1208661496.6497183,4440518.202199936,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,14831967.322627027,0.0,-14831967.322627027,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,661157.0907722636,0.0,-661157.0907722636,0.0,0.0,0.0,9093748.534915175,9557344.06438629,463595.5294711143,506194418.44751835,531999999.99999845,25805581.5524801,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1733133740.5295558,-128866259.4704442,698026560.0,649717176.6497198,-48309383.350280166,NONE->NONE,749df215effa3535e727131f064962e47576ef51e674c764cfbbb1a630f7c780
E2D_LAMBDA_WATER,LA-0780,780,24f5fb75be874fab46788adbdc7db9da108568504bf700ec7d7f099bed33c73b,1222778762.8500125,1222778762.8500125,0.0,1203640856.994574,1203640856.994574,0.0,5349362.708111007,5349362.708111007,0.0,0.0,0.0,0.0,5349362.708111007,5349362.708111007,0.0,0.0,0.0,0.0,13788543.147327472,13788543.147327472,0.0,unchanged,0.0,0.0,0.0,21831482.384331148,21831482.384331148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,147749590.21787423,147749590.21787423,0.0,1791615602.3116078,1791615602.3116078,0.0,671640856.9945755,671640856.9945755,0.0,R0->R0,ea7c2321fb4680064afaa4628b17c38afa1d5f2e93f7191b439c7f03d60cfd0d
E2D_LAMBDA_VACCINE,LA-0780,780,24f5fb75be874fab46788adbdc7db9da108568504bf700ec7d7f099bed33c73b,1222778762.8500125,1222778762.8500125,0.0,1203640856.994574,1203640856.994574,0.0,5349362.708111007,5349362.708111007,0.0,0.0,0.0,0.0,5349362.708111007,5349362.708111007,0.0,0.0,0.0,0.0,13788543.147327472,13788543.14732747,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,21831482.384331148,0.0,-21831482.384331148,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,2011162.8870042006,2011162.8870042006,9557344.06438629,8599273.80343802,-958070.2609482687,531999999.99999845,478669976.994574,-53330023.00542444,NONE->R0,0.0,0.0,0.0,147749590.21787423,0.0,-147749590.21787423,1791615602.3116078,1862000000.0,70384397.68839216,671640856.9945755,698026560.0,26385703.0054245,R0->NONE,f1755ee15a95c4a8e3fae4a8b6ab2847286c948da08c8d6c91031fdb6c33ded1
E2D_LAMBDA_CRACKERS,LA-0780,780,24f5fb75be874fab46788adbdc7db9da108568504bf700ec7d7f099bed33c73b,1222778762.8500125,1222778762.8500125,0.0,1203640856.994574,1203640856.994574,0.0,5349362.708111007,5349362.708111008,9.313225746154785e-10,0.0,0.0,0.0,5349362.708111007,5349362.708111008,9.313225746154785e-10,0.0,0.0,0.0,13788543.147327472,13788543.147327472,0.0,unchanged,0.0,0.0,0.0,21831482.384331148,0.0,-21831482.384331148,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,147749590.21787423,298627216.5551692,150877626.337295,1791615602.3116078,1719741082.465257,-71874519.84635091,671640856.9945755,644696536.9945755,-26944320.0,R0->R0,a3d45a89dd3800af1c407ed337fc516ea5927a8eee4348d0304976e0e4662b3d
E2D_LAMBDA_WATER,LA-0781,781,13faee16c05c65d8aa84f2b60df048492c10af908ca2b4d83c8afa9c908bc6b1,1201670859.7410731,1201670859.7410731,0.0,1182532953.8856347,1182532953.8856347,0.0,6279601.352242912,6279601.352242912,0.0,0.0,0.0,0.0,6279601.352242912,6279601.352242912,0.0,0.0,0.0,0.0,12858304.503195565,12858304.503195565,0.0,unchanged,0.0,0.0,0.0,17716539.210644074,17716539.210644074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,215818378.54267508,215818378.54267508,0.0,1735309842.8447402,1735309842.8447402,0.0,650532953.8856362,650532953.8856362,0.0,R0->R0,9856cbbf88d0a70f6ae6179e60f85559c75f550e50366dbf8494e749e54de1ad
E2D_LAMBDA_VACCINE,LA-0781,781,13faee16c05c65d8aa84f2b60df048492c10af908ca2b4d83c8afa9c908bc6b1,1201670859.7410731,1201670859.7410731,0.0,1182532953.8856347,1182532953.8856347,0.0,6279601.352242912,6279601.352242912,0.0,0.0,0.0,0.0,6279601.352242912,6279601.352242912,0.0,0.0,0.0,0.0,12858304.503195565,12858304.503195565,0.0,unchanged,0.0,0.0,0.0,17716539.210644074,0.0,-17716539.210644074,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,2278061.2879960965,2278061.2879960965,9557344.06438629,8220071.749885647,-1337272.314500643,531999999.99999845,457562073.88563466,-74437926.11436379,NONE->R0,0.0,0.0,0.0,215818378.54267508,0.0,-215818378.54267508,1735309842.8447402,1862000000.0,126690157.15525985,650532953.8856362,698026560.0,47493606.11436379,R0->NONE,730cc9650f0aaac5eaef43e4c8ee0266e9bd26d243ac36d30a852d1752b3ac16
E2D_LAMBDA_CRACKERS,LA-0781,781,13faee16c05c65d8aa84f2b60df048492c10af908ca2b4d83c8afa9c908bc6b1,1201670859.7410731,1201670859.7410731,0.0,1182532953.8856347,1182532953.8856347,0.0,6279601.352242912,6279601.352242913,9.313225746154785e-10,0.0,0.0,0.0,6279601.352242912,6279601.352242913,9.313225746154785e-10,0.0,0.0,0.0,12858304.503195565,12858304.503195565,0.0,unchanged,0.0,0.0,0.0,17716539.210644074,0.0,-17716539.210644074,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,215818378.54267508,338257585.1872992,122439206.64462411,1735309842.8447402,1663435322.9983892,-71874519.84635091,650532953.8856362,623588633.8856361,-26944320.00000012,R0->R0,6da1418a224b3fbeef383f5875163dda3f081cd22e21861e0b659f0c51439ce2
E2D_LAMBDA_WATER,LA-0782,782,63422a84780b8954d79149930efcb05d402e38e8a8b4744140c869847cc9a317,1185229912.847266,1185229912.847266,0.0,1166092006.9918275,1166092006.9918275,0.0,7593599.326293939,7593599.326293938,-9.313225746154785e-10,0.0,0.0,0.0,7593599.326293939,7593599.326293938,-9.313225746154785e-10,0.0,0.0,0.0,11544306.52914454,11544306.529144539,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,12422411.209255058,12422411.209255058,10400000.0,0.0,-10400000.0,26944320.000000004,0.0,-26944320.000000004,NONE->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,289563103.9730588,203711676.9539113,-85851427.01914752,1619578763.849309,1691453283.6956599,71874519.84635091,607147686.9918289,634092006.9918289,26944320.0,R0->R0,2eb658a3f7f282c4053fa53c311d91fd33ec0833244b5bce56cdba913dcf07eb
E2D_LAMBDA_VACCINE,LA-0782,782,63422a84780b8954d79149930efcb05d402e38e8a8b4744140c869847cc9a317,1185229912.847266,1185229912.847266,0.0,1166092006.9918275,1166092006.9918275,0.0,7593599.326293939,7593599.32629394,9.313225746154785e-10,0.0,0.0,0.0,7593599.326293939,7593599.32629394,9.313225746154785e-10,0.0,0.0,0.0,11544306.52914454,11544306.529144539,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,1950118.8634920288,1950118.8634920288,9557344.06438629,7924711.249493881,-1632632.8148924084,531999999.99999845,441121126.9918274,-90878873.00817102,NONE->R0,0.0,0.0,0.0,289563103.9730588,0.0,-289563103.9730588,1619578763.849309,1862000000.0,242421236.15069103,607147686.9918289,698026560.0,90878873.00817108,R0->NONE,13ee765148ba4e011efcab2bc0014586e4f23c3affaab05316bce9430ba6cfd6
E2D_LAMBDA_CRACKERS,LA-0782,782,63422a84780b8954d79149930efcb05d402e38e8a8b4744140c869847cc9a317,1185229912.847266,1185229912.847266,0.0,1166092006.9918275,1166092006.9918275,0.0,7593599.326293939,7593599.326293937,-1.862645149230957e-09,0.0,0.0,0.0,7593599.326293939,7593599.326293937,-1.862645149230957e-09,0.0,0.0,0.0,11544306.52914454,11544306.529144539,-1.862645149230957e-09,unchanged,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,289563103.9730588,289563103.97305876,-5.960464477539063e-08,1619578763.849309,1619578763.849309,0.0,607147686.9918289,607147686.9918289,0.0,R0->R0,2c9740920a043df8784a8acee0901a0f84daaee256e41981c49ad1cc44229173
E2D_LAMBDA_WATER,LA-0783,783,b532f42ac1d1247a545abed2992d2ff15b916300c3984eab4343263b0474c9e5,1225320480.3978133,1225320480.3978133,0.0,1206182574.5423748,1206182574.5423748,0.0,6836621.992484818,6836621.992484818,0.0,0.0,0.0,0.0,6836621.992484818,6836621.992484818,0.0,0.0,0.0,0.0,12301283.86295366,12301283.86295366,0.0,unchanged,0.0,0.0,0.0,14691248.165260145,14691248.165260145,0.0,3.725290298461914e-09,0.0,-3.725290298461914e-09,9.651482105255128e-09,0.0,-9.651482105255128e-09,R0->R0,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,89848727.9023652,89848727.9023652,0.0,1798395685.398998,1798395685.398998,0.0,674182574.5423764,674182574.5423764,0.0,R0->R0,c042a44a1b428f459d78137e07b6b43edc126d330c86fbb0074ca89e895a2815
E2D_LAMBDA_VACCINE,LA-0783,783,b532f42ac1d1247a545abed2992d2ff15b916300c3984eab4343263b0474c9e5,1225320480.3978133,1225320480.3978133,0.0,1206182574.5423748,1206182574.5423748,0.0,6836621.992484818,6836621.992484817,-9.313225746154785e-10,0.0,0.0,0.0,6836621.992484818,6836621.992484817,-9.313225746154785e-10,0.0,0.0,0.0,12301283.86295366,12301283.862953661,1.862645149230957e-09,unchanged,0.0,0.0,0.0,14691248.165260145,0.0,-14691248.165260145,3.725290298461914e-09,10400000.0,10399999.999999996,9.651482105255128e-09,26944320.000000004,26944319.999999993,R0->NONE,0.0,0.0,0.0,0.0,1288886.4771233588,1288886.4771233588,9557344.06438629,8644935.587495955,-912408.4768903349,531999999.99999845,481211694.54237485,-50788305.4576236,NONE->R0,0.0,0.0,0.0,89848727.9023652,0.0,-89848727.9023652,1798395685.398998,1862000000.0,63604314.60100198,674182574.5423764,698026560.0,23843985.4576236,R0->NONE,4400204fa3f6bcf70eeebf7ead2a1bc7a52877c4df36e5e396a1b2d9ef1268f2
E2D_LAMBDA_CRACKERS,LA-0783,783,b532f42ac1d1247a545abed2992d2ff15b916300c3984eab4343263b0474c9e5,1225320480.3978133,1225320480.3978133,0.0,1206182574.5423748,1206182574.5423748,0.0,6836621.992484818,6836621.992484817,-9.313225746154785e-10,0.0,0.0,0.0,6836621.992484818,6836621.992484817,-9.313225746154785e-10,0.0,0.0,0.0,12301283.86295366,12301283.862953661,1.862645149230957e-09,unchanged,0.0,0.0,0.0,14691248.165260145,0.0,-14691248.165260145,3.725290298461914e-09,10400000.0,10399999.999999996,9.651482105255128e-09,26944320.000000004,26944319.999999993,R0->NONE,0.0,0.0,0.0,0.0,0.0,0.0,9557344.06438629,9557344.06438629,0.0,531999999.99999845,531999999.99999845,0.0,NONE->NONE,0.0,0.0,0.0,89848727.9023652,191380113.26983207,101531385.36746688,1798395685.398998,1726521165.5526474,-71874519.84635067,674182574.5423764,647238254.5423764,-26944320.0,R0->R0,b4153c0930a85a23a70d3d17bcf32442e897744cf4bf3e704f6a3d0db0aec269
E2D_LAMBDA_WATER,LA-0784,784,bd5fc92cb2e539865d8839cd2eb55629984c3aaa0568c074e4f9b0c7130eecbb,1239938487.913416,1239938487.913416,0.0,1220800582.0579774,1220800582.0579774,0.0,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unchanged,21810902.123368423,21810902.123368423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NONE->NONE,347598.817295557,347598.817295557,0.0,0.0,0.0,0.0,9391599.993855588,9391599.993855588,0.0,522774022.0579775,522774022.0579775,0.0,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,7013d9b4185d2a5ebe8685662020f98595b68fea78d57759582a82e2539ab180
E2D_LAMBDA_VACCINE,LA-0784,784,bd5fc92cb2e539865d8839cd2eb55629984c3aaa0568c074e4f9b0c7130eecbb,1239938487.913416,1240873016.2153027,934528.301886797,1220800582.0579774,1221735110.3598642,934528.301886797,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,21810902.123368423,0.0,-21810902.123368423,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,347598.817295557,1327546.188640294,979947.3713447369,0.0,0.0,0.0,9391599.993855588,8924335.842912192,-467264.1509433966,522774022.0579775,496764230.35986423,-26009791.698113263,NONE->NONE,0.0,0.0,0.0,0.0,0.0,0.0,1862000000.0,1862000000.0,0.0,698026560.0,698026560.0,0.0,NONE->NONE,79bc21b80d479d772a48debbb9e0f59f5a7bc879a98bcbd330ee4d73bc826e5c
E2D_LAMBDA_CRACKERS,LA-0784,784,bd5fc92cb2e539865d8839cd2eb55629984c3aaa0568c074e4f9b0c7130eecbb,1239938487.913416,1243257178.380663,3318690.4672470093,1220800582.0579774,1224119272.5252244,3318690.4672470093,19137905.85543848,19137905.85543848,0.0,19137905.85543848,19137905.85543848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worsened,21810902.123368423,0.0,-21810902.123368423,0.0,0.0,0.0,0.0,10400000.0,10400000.0,0.0,26944320.000000004,26944320.000000004,NONE->NONE,347598.817295557,0.0,-347598.817295557,0.0,0.0,0.0,9391599.993855588,9557344.06438629,165744.07053070143,522774022.0579775,531999999.99999845,9225977.942020953,NONE->NONE,0.0,204203007.42038497,204203007.42038497,0.0,0.0,0.0,1862000000.0,1774367671.05534,-87632328.94465995,698026560.0,665174952.5252259,-32851607.474774122,NONE->NONE,760a5f92d0364f3f14662c8fc2e4302b1e2e97e1efb3ab3ac306acf13a560cd7
